source,target,editDistance
hVSMC-0056,hVSMC-0272,3
hVSMC-0056,hVSMC-0249,2
hVSMC-0056,hVSMC-0242,3
hVSMC-0056,hVSMC-0238,3
hVSMC-0056,hVSMC-0204,8
hVSMC-0056,hVSMC-0203,5
hVSMC-0056,hVSMC-0202,3
hVSMC-0056,hVSMC-0201,2
hVSMC-0056,hVSMC-0199,1
hVSMC-0056,hVSMC-0191,1
hVSMC-0056,hVSMC-0182,6
hVSMC-0056,hVSMC-0176,8
hVSMC-0056,hVSMC-0163,7
hVSMC-0056,hVSMC-0160,8
hVSMC-0056,hVSMC-0156,8
hVSMC-0056,hVSMC-0152,2
hVSMC-0056,hVSMC-0148,6
hVSMC-0056,hVSMC-0146,2
hVSMC-0056,hVSMC-0145,8
hVSMC-0056,hVSMC-0141,8
hVSMC-0056,hVSMC-0137,2
hVSMC-0056,hVSMC-0133,2
hVSMC-0056,hVSMC-0131,2
hVSMC-0056,hVSMC-0123,2
hVSMC-0056,hVSMC-0121,5
hVSMC-0056,hVSMC-0111,2
hVSMC-0056,hVSMC-0110,1
hVSMC-0056,hVSMC-0107,8
hVSMC-0056,hVSMC-0103,8
hVSMC-0056,hVSMC-0101,2
hVSMC-0056,hVSMC-0097,7
hVSMC-0056,hVSMC-0090,3
hVSMC-0056,hVSMC-0089,2
hVSMC-0056,hVSMC-0088,2
hVSMC-0056,hVSMC-0086,8
hVSMC-0056,hVSMC-0083,6
hVSMC-0056,hVSMC-0082,6
hVSMC-0056,hVSMC-0077,3
hVSMC-0056,hVSMC-0076,8
hVSMC-0056,hVSMC-0074,8
hVSMC-0056,hVSMC-0073,2
hVSMC-0056,hVSMC-0072,8
hVSMC-0056,hVSMC-0070,7
hVSMC-0056,hVSMC-0068,7
hVSMC-0056,hVSMC-0067,7
hVSMC-0056,hVSMC-0065,2
hVSMC-0056,hVSMC-0064,8
hVSMC-0056,hVSMC-0061,7
hVSMC-0056,hVSMC-0060,7
hVSMC-0056,hVSMC-0058,8
hVSMC-0055,hVSMC-1995,15
hVSMC-0055,hVSMC-1303,13
hVSMC-0055,hVSMC-1100,14
hVSMC-0055,hVSMC-0970,14
hVSMC-0055,hVSMC-0946,15
hVSMC-0055,hVSMC-0773,13
hVSMC-0055,hVSMC-0725,12
hVSMC-0055,hVSMC-0668,3
hVSMC-0055,hVSMC-0400,3
hVSMC-0055,hVSMC-0383,7
hVSMC-0055,hVSMC-0372,2
hVSMC-0055,hVSMC-0328,7
hVSMC-0055,hVSMC-0327,7
hVSMC-0055,hVSMC-0312,7
hVSMC-0055,hVSMC-0296,2
hVSMC-0055,hVSMC-0272,7
hVSMC-0055,hVSMC-0249,8
hVSMC-0055,hVSMC-0242,7
hVSMC-0055,hVSMC-0238,7
hVSMC-0055,hVSMC-0204,2
hVSMC-0055,hVSMC-0203,3
hVSMC-0055,hVSMC-0202,6
hVSMC-0055,hVSMC-0201,8
hVSMC-0055,hVSMC-0199,8
hVSMC-0055,hVSMC-0191,8
hVSMC-0055,hVSMC-0182,2
hVSMC-0055,hVSMC-0176,2
hVSMC-0055,hVSMC-0163,2
hVSMC-0055,hVSMC-0160,2
hVSMC-0055,hVSMC-0156,2
hVSMC-0055,hVSMC-0152,7
hVSMC-0055,hVSMC-0148,2
hVSMC-0055,hVSMC-0146,8
hVSMC-0055,hVSMC-0145,2
hVSMC-0055,hVSMC-0141,2
hVSMC-0055,hVSMC-0137,8
hVSMC-0055,hVSMC-0133,8
hVSMC-0055,hVSMC-0131,8
hVSMC-0055,hVSMC-0123,7
hVSMC-0055,hVSMC-0121,7
hVSMC-0055,hVSMC-0111,8
hVSMC-0055,hVSMC-0110,7
hVSMC-0055,hVSMC-0107,2
hVSMC-0055,hVSMC-0103,2
hVSMC-0055,hVSMC-0101,7
hVSMC-0055,hVSMC-0097,2
hVSMC-0055,hVSMC-0090,8
hVSMC-0055,hVSMC-0089,8
hVSMC-0055,hVSMC-0088,7
hVSMC-0055,hVSMC-0086,2
hVSMC-0055,hVSMC-0083,2
hVSMC-0055,hVSMC-0082,2
hVSMC-0055,hVSMC-0077,7
hVSMC-0055,hVSMC-0076,2
hVSMC-0055,hVSMC-0074,2
hVSMC-0055,hVSMC-0073,7
hVSMC-0055,hVSMC-0072,2
hVSMC-0055,hVSMC-0070,2
hVSMC-0055,hVSMC-0068,2
hVSMC-0055,hVSMC-0067,1
hVSMC-0055,hVSMC-0065,8
hVSMC-0055,hVSMC-0064,2
hVSMC-0055,hVSMC-0061,2
hVSMC-0055,hVSMC-0060,2
hVSMC-0055,hVSMC-0058,2
hVSMC-0055,hVSMC-0056,8
hVSMC-0053,hVSMC-1995,15
hVSMC-0053,hVSMC-1303,11
hVSMC-0053,hVSMC-1100,15
hVSMC-0053,hVSMC-0970,15
hVSMC-0053,hVSMC-0946,15
hVSMC-0053,hVSMC-0773,14
hVSMC-0053,hVSMC-0725,12
hVSMC-0053,hVSMC-0668,6
hVSMC-0053,hVSMC-0400,7
hVSMC-0053,hVSMC-0383,2
hVSMC-0053,hVSMC-0372,5
hVSMC-0053,hVSMC-0328,3
hVSMC-0053,hVSMC-0327,3
hVSMC-0053,hVSMC-0312,3
hVSMC-0053,hVSMC-0296,6
hVSMC-0053,hVSMC-0272,3
hVSMC-0053,hVSMC-0249,4
hVSMC-0053,hVSMC-0242,3
hVSMC-0053,hVSMC-0238,3
hVSMC-0053,hVSMC-0204,6
hVSMC-0053,hVSMC-0203,3
hVSMC-0053,hVSMC-0202,2
hVSMC-0053,hVSMC-0201,2
hVSMC-0053,hVSMC-0199,3
hVSMC-0053,hVSMC-0191,3
hVSMC-0053,hVSMC-0182,4
hVSMC-0053,hVSMC-0176,6
hVSMC-0053,hVSMC-0163,5
hVSMC-0053,hVSMC-0160,6
hVSMC-0053,hVSMC-0156,6
hVSMC-0053,hVSMC-0152,2
hVSMC-0053,hVSMC-0148,6
hVSMC-0053,hVSMC-0146,2
hVSMC-0053,hVSMC-0145,6
hVSMC-0053,hVSMC-0141,6
hVSMC-0053,hVSMC-0137,2
hVSMC-0053,hVSMC-0133,2
hVSMC-0053,hVSMC-0131,2
hVSMC-0053,hVSMC-0123,2
hVSMC-0053,hVSMC-0121,5
hVSMC-0053,hVSMC-0111,2
hVSMC-0053,hVSMC-0110,3
hVSMC-0053,hVSMC-0107,6
hVSMC-0053,hVSMC-0103,6
hVSMC-0053,hVSMC-0101,2
hVSMC-0053,hVSMC-0097,5
hVSMC-0053,hVSMC-0090,3
hVSMC-0053,hVSMC-0089,2
hVSMC-0053,hVSMC-0088,1
hVSMC-0053,hVSMC-0086,6
hVSMC-0053,hVSMC-0083,4
hVSMC-0053,hVSMC-0082,4
hVSMC-0053,hVSMC-0077,3
hVSMC-0053,hVSMC-0076,6
hVSMC-0053,hVSMC-0074,6
hVSMC-0053,hVSMC-0073,1
hVSMC-0053,hVSMC-0072,6
hVSMC-0053,hVSMC-0070,5
hVSMC-0053,hVSMC-0068,5
hVSMC-0053,hVSMC-0067,5
hVSMC-0053,hVSMC-0065,2
hVSMC-0053,hVSMC-0064,6
hVSMC-0053,hVSMC-0061,6
hVSMC-0053,hVSMC-0060,5
hVSMC-0053,hVSMC-0058,6
hVSMC-0053,hVSMC-0056,2
hVSMC-0053,hVSMC-0055,6
hVSMC-0052,hVSMC-1995,15
hVSMC-0052,hVSMC-1303,13
hVSMC-0052,hVSMC-1100,14
hVSMC-0052,hVSMC-0970,15
hVSMC-0052,hVSMC-0946,16
hVSMC-0052,hVSMC-0773,13
hVSMC-0052,hVSMC-0725,13
hVSMC-0052,hVSMC-0668,3
hVSMC-0052,hVSMC-0400,3
hVSMC-0052,hVSMC-0383,6
hVSMC-0052,hVSMC-0372,2
hVSMC-0052,hVSMC-0328,6
hVSMC-0052,hVSMC-0327,6
hVSMC-0052,hVSMC-0312,6
hVSMC-0052,hVSMC-0296,3
hVSMC-0052,hVSMC-0272,6
hVSMC-0052,hVSMC-0249,7
hVSMC-0052,hVSMC-0242,6
hVSMC-0052,hVSMC-0238,6
hVSMC-0052,hVSMC-0204,2
hVSMC-0052,hVSMC-0203,3
hVSMC-0052,hVSMC-0202,5
hVSMC-0052,hVSMC-0201,7
hVSMC-0052,hVSMC-0199,7
hVSMC-0052,hVSMC-0191,7
hVSMC-0052,hVSMC-0182,2
hVSMC-0052,hVSMC-0176,2
hVSMC-0052,hVSMC-0163,2
hVSMC-0052,hVSMC-0160,2
hVSMC-0052,hVSMC-0156,2
hVSMC-0052,hVSMC-0152,6
hVSMC-0052,hVSMC-0148,2
hVSMC-0052,hVSMC-0146,7
hVSMC-0052,hVSMC-0145,2
hVSMC-0052,hVSMC-0141,2
hVSMC-0052,hVSMC-0137,7
hVSMC-0052,hVSMC-0133,7
hVSMC-0052,hVSMC-0131,7
hVSMC-0052,hVSMC-0123,6
hVSMC-0052,hVSMC-0121,7
hVSMC-0052,hVSMC-0111,7
hVSMC-0052,hVSMC-0110,6
hVSMC-0052,hVSMC-0107,2
hVSMC-0052,hVSMC-0103,2
hVSMC-0052,hVSMC-0101,6
hVSMC-0052,hVSMC-0097,2
hVSMC-0052,hVSMC-0090,7
hVSMC-0052,hVSMC-0089,7
hVSMC-0052,hVSMC-0088,6
hVSMC-0052,hVSMC-0086,2
hVSMC-0052,hVSMC-0083,2
hVSMC-0052,hVSMC-0082,2
hVSMC-0052,hVSMC-0077,6
hVSMC-0052,hVSMC-0076,2
hVSMC-0052,hVSMC-0074,2
hVSMC-0052,hVSMC-0073,6
hVSMC-0052,hVSMC-0072,2
hVSMC-0052,hVSMC-0070,2
hVSMC-0052,hVSMC-0068,2
hVSMC-0052,hVSMC-0067,2
hVSMC-0052,hVSMC-0065,7
hVSMC-0052,hVSMC-0064,2
hVSMC-0052,hVSMC-0061,2
hVSMC-0052,hVSMC-0060,2
hVSMC-0052,hVSMC-0058,2
hVSMC-0052,hVSMC-0056,7
hVSMC-0052,hVSMC-0055,2
hVSMC-0052,hVSMC-0053,5
hVSMC-0051,hVSMC-1995,14
hVSMC-0051,hVSMC-1303,12
hVSMC-0051,hVSMC-1100,13
hVSMC-0051,hVSMC-0970,16
hVSMC-0051,hVSMC-0946,15
hVSMC-0051,hVSMC-0773,14
hVSMC-0051,hVSMC-0725,13
hVSMC-0051,hVSMC-0668,3
hVSMC-0051,hVSMC-0400,3
hVSMC-0051,hVSMC-0383,6
hVSMC-0051,hVSMC-0372,2
hVSMC-0051,hVSMC-0328,6
hVSMC-0051,hVSMC-0327,6
hVSMC-0051,hVSMC-0312,6
hVSMC-0051,hVSMC-0296,3
hVSMC-0051,hVSMC-0272,6
hVSMC-0051,hVSMC-0249,7
hVSMC-0051,hVSMC-0242,6
hVSMC-0051,hVSMC-0238,6
hVSMC-0051,hVSMC-0204,2
hVSMC-0051,hVSMC-0203,4
hVSMC-0051,hVSMC-0202,5
hVSMC-0051,hVSMC-0201,7
hVSMC-0051,hVSMC-0199,8
hVSMC-0051,hVSMC-0191,7
hVSMC-0051,hVSMC-0182,1
hVSMC-0051,hVSMC-0176,2
hVSMC-0051,hVSMC-0163,2
hVSMC-0051,hVSMC-0160,2
hVSMC-0051,hVSMC-0156,2
hVSMC-0051,hVSMC-0152,7
hVSMC-0051,hVSMC-0148,2
hVSMC-0051,hVSMC-0146,7
hVSMC-0051,hVSMC-0145,2
hVSMC-0051,hVSMC-0141,2
hVSMC-0051,hVSMC-0137,7
hVSMC-0051,hVSMC-0133,7
hVSMC-0051,hVSMC-0131,7
hVSMC-0051,hVSMC-0123,6
hVSMC-0051,hVSMC-0121,6
hVSMC-0051,hVSMC-0111,7
hVSMC-0051,hVSMC-0110,6
hVSMC-0051,hVSMC-0107,2
hVSMC-0051,hVSMC-0103,2
hVSMC-0051,hVSMC-0101,7
hVSMC-0051,hVSMC-0097,2
hVSMC-0051,hVSMC-0090,7
hVSMC-0051,hVSMC-0089,7
hVSMC-0051,hVSMC-0088,6
hVSMC-0051,hVSMC-0086,2
hVSMC-0051,hVSMC-0083,2
hVSMC-0051,hVSMC-0082,2
hVSMC-0051,hVSMC-0077,6
hVSMC-0051,hVSMC-0076,2
hVSMC-0051,hVSMC-0074,2
hVSMC-0051,hVSMC-0073,6
hVSMC-0051,hVSMC-0072,2
hVSMC-0051,hVSMC-0070,2
hVSMC-0051,hVSMC-0068,2
hVSMC-0051,hVSMC-0067,2
hVSMC-0051,hVSMC-0065,7
hVSMC-0051,hVSMC-0064,2
hVSMC-0051,hVSMC-0061,2
hVSMC-0051,hVSMC-0060,2
hVSMC-0051,hVSMC-0058,2
hVSMC-0051,hVSMC-0056,7
hVSMC-0051,hVSMC-0055,2
hVSMC-0051,hVSMC-0053,5
hVSMC-0051,hVSMC-0052,2
hVSMC-0046,hVSMC-1995,15
hVSMC-0046,hVSMC-1303,12
hVSMC-0046,hVSMC-1100,13
hVSMC-0046,hVSMC-0970,15
hVSMC-0046,hVSMC-0946,14
hVSMC-0046,hVSMC-0773,13
hVSMC-0046,hVSMC-0725,12
hVSMC-0046,hVSMC-0668,3
hVSMC-0046,hVSMC-0400,2
hVSMC-0046,hVSMC-0383,6
hVSMC-0046,hVSMC-0372,2
hVSMC-0046,hVSMC-0328,7
hVSMC-0046,hVSMC-0327,7
hVSMC-0046,hVSMC-0312,6
hVSMC-0046,hVSMC-0296,2
hVSMC-0046,hVSMC-0272,7
hVSMC-0046,hVSMC-0249,7
hVSMC-0046,hVSMC-0242,7
hVSMC-0046,hVSMC-0238,7
hVSMC-0046,hVSMC-0204,2
hVSMC-0046,hVSMC-0203,4
hVSMC-0046,hVSMC-0202,6
hVSMC-0046,hVSMC-0201,7
hVSMC-0046,hVSMC-0199,7
hVSMC-0046,hVSMC-0191,7
hVSMC-0046,hVSMC-0182,2
hVSMC-0046,hVSMC-0176,2
hVSMC-0046,hVSMC-0163,2
hVSMC-0046,hVSMC-0160,2
hVSMC-0046,hVSMC-0156,2
hVSMC-0046,hVSMC-0152,7
hVSMC-0046,hVSMC-0148,2
hVSMC-0046,hVSMC-0146,7
hVSMC-0046,hVSMC-0145,2
hVSMC-0046,hVSMC-0141,2
hVSMC-0046,hVSMC-0137,7
hVSMC-0046,hVSMC-0133,7
hVSMC-0046,hVSMC-0131,7
hVSMC-0046,hVSMC-0123,7
hVSMC-0046,hVSMC-0121,6
hVSMC-0046,hVSMC-0111,7
hVSMC-0046,hVSMC-0110,7
hVSMC-0046,hVSMC-0107,2
hVSMC-0046,hVSMC-0103,2
hVSMC-0046,hVSMC-0101,6
hVSMC-0046,hVSMC-0097,2
hVSMC-0046,hVSMC-0090,6
hVSMC-0046,hVSMC-0089,7
hVSMC-0046,hVSMC-0088,6
hVSMC-0046,hVSMC-0086,2
hVSMC-0046,hVSMC-0083,2
hVSMC-0046,hVSMC-0082,2
hVSMC-0046,hVSMC-0077,6
hVSMC-0046,hVSMC-0076,2
hVSMC-0046,hVSMC-0074,2
hVSMC-0046,hVSMC-0073,6
hVSMC-0046,hVSMC-0072,2
hVSMC-0046,hVSMC-0070,2
hVSMC-0046,hVSMC-0068,2
hVSMC-0046,hVSMC-0067,2
hVSMC-0046,hVSMC-0065,7
hVSMC-0046,hVSMC-0064,2
hVSMC-0046,hVSMC-0061,2
hVSMC-0046,hVSMC-0060,2
hVSMC-0046,hVSMC-0058,2
hVSMC-0046,hVSMC-0056,7
hVSMC-0046,hVSMC-0055,2
hVSMC-0046,hVSMC-0053,5
hVSMC-0046,hVSMC-0052,2
hVSMC-0046,hVSMC-0051,2
hVSMC-0044,hVSMC-1995,14
hVSMC-0044,hVSMC-1303,12
hVSMC-0044,hVSMC-1100,14
hVSMC-0044,hVSMC-0970,14
hVSMC-0044,hVSMC-0946,14
hVSMC-0044,hVSMC-0773,13
hVSMC-0044,hVSMC-0725,12
hVSMC-0044,hVSMC-0668,6
hVSMC-0044,hVSMC-0400,7
hVSMC-0044,hVSMC-0383,2
hVSMC-0044,hVSMC-0372,6
hVSMC-0044,hVSMC-0328,3
hVSMC-0044,hVSMC-0327,3
hVSMC-0044,hVSMC-0312,3
hVSMC-0044,hVSMC-0296,6
hVSMC-0044,hVSMC-0272,3
hVSMC-0044,hVSMC-0249,2
hVSMC-0044,hVSMC-0242,3
hVSMC-0044,hVSMC-0238,3
hVSMC-0044,hVSMC-0204,7
hVSMC-0044,hVSMC-0203,4
hVSMC-0044,hVSMC-0202,3
hVSMC-0044,hVSMC-0201,2
hVSMC-0044,hVSMC-0199,1
hVSMC-0044,hVSMC-0191,3
hVSMC-0044,hVSMC-0182,6
hVSMC-0044,hVSMC-0176,7
hVSMC-0044,hVSMC-0163,6
hVSMC-0044,hVSMC-0160,7
hVSMC-0044,hVSMC-0156,7
hVSMC-0044,hVSMC-0152,2
hVSMC-0044,hVSMC-0148,5
hVSMC-0044,hVSMC-0146,2
hVSMC-0044,hVSMC-0145,6
hVSMC-0044,hVSMC-0141,7
hVSMC-0044,hVSMC-0137,2
hVSMC-0044,hVSMC-0133,2
hVSMC-0044,hVSMC-0131,2
hVSMC-0044,hVSMC-0123,2
hVSMC-0044,hVSMC-0121,4
hVSMC-0044,hVSMC-0111,2
hVSMC-0044,hVSMC-0110,3
hVSMC-0044,hVSMC-0107,7
hVSMC-0044,hVSMC-0103,7
hVSMC-0044,hVSMC-0101,1
hVSMC-0044,hVSMC-0097,6
hVSMC-0044,hVSMC-0090,1
hVSMC-0044,hVSMC-0089,2
hVSMC-0044,hVSMC-0088,2
hVSMC-0044,hVSMC-0086,7
hVSMC-0044,hVSMC-0083,6
hVSMC-0044,hVSMC-0082,6
hVSMC-0044,hVSMC-0077,1
hVSMC-0044,hVSMC-0076,7
hVSMC-0044,hVSMC-0074,7
hVSMC-0044,hVSMC-0073,2
hVSMC-0044,hVSMC-0072,7
hVSMC-0044,hVSMC-0070,6
hVSMC-0044,hVSMC-0068,6
hVSMC-0044,hVSMC-0067,6
hVSMC-0044,hVSMC-0065,2
hVSMC-0044,hVSMC-0064,7
hVSMC-0044,hVSMC-0061,6
hVSMC-0044,hVSMC-0060,6
hVSMC-0044,hVSMC-0058,7
hVSMC-0044,hVSMC-0056,2
hVSMC-0044,hVSMC-0055,7
hVSMC-0044,hVSMC-0053,2
hVSMC-0044,hVSMC-0052,6
hVSMC-0044,hVSMC-0051,7
hVSMC-0044,hVSMC-0046,6
hVSMC-0042,hVSMC-1995,15
hVSMC-0042,hVSMC-1303,11
hVSMC-0042,hVSMC-1100,14
hVSMC-0042,hVSMC-0970,15
hVSMC-0042,hVSMC-0946,14
hVSMC-0042,hVSMC-0773,14
hVSMC-0042,hVSMC-0725,12
hVSMC-0042,hVSMC-0668,4
hVSMC-0042,hVSMC-0400,4
hVSMC-0042,hVSMC-0383,5
hVSMC-0042,hVSMC-0372,3
hVSMC-0042,hVSMC-0328,4
hVSMC-0042,hVSMC-0327,4
hVSMC-0042,hVSMC-0312,4
hVSMC-0042,hVSMC-0296,4
hVSMC-0042,hVSMC-0272,4
hVSMC-0042,hVSMC-0249,5
hVSMC-0042,hVSMC-0242,4
hVSMC-0042,hVSMC-0238,4
hVSMC-0042,hVSMC-0204,3
hVSMC-0042,hVSMC-0203,4
hVSMC-0042,hVSMC-0202,3
hVSMC-0042,hVSMC-0201,5
hVSMC-0042,hVSMC-0199,6
hVSMC-0042,hVSMC-0191,5
hVSMC-0042,hVSMC-0182,1
hVSMC-0042,hVSMC-0176,3
hVSMC-0042,hVSMC-0163,3
hVSMC-0042,hVSMC-0160,3
hVSMC-0042,hVSMC-0156,3
hVSMC-0042,hVSMC-0152,5
hVSMC-0042,hVSMC-0148,3
hVSMC-0042,hVSMC-0146,5
hVSMC-0042,hVSMC-0145,3
hVSMC-0042,hVSMC-0141,3
hVSMC-0042,hVSMC-0137,5
hVSMC-0042,hVSMC-0133,5
hVSMC-0042,hVSMC-0131,5
hVSMC-0042,hVSMC-0123,5
hVSMC-0042,hVSMC-0121,5
hVSMC-0042,hVSMC-0111,5
hVSMC-0042,hVSMC-0110,4
hVSMC-0042,hVSMC-0107,3
hVSMC-0042,hVSMC-0103,3
hVSMC-0042,hVSMC-0101,5
hVSMC-0042,hVSMC-0097,3
hVSMC-0042,hVSMC-0090,5
hVSMC-0042,hVSMC-0089,5
hVSMC-0042,hVSMC-0088,4
hVSMC-0042,hVSMC-0086,3
hVSMC-0042,hVSMC-0083,3
hVSMC-0042,hVSMC-0082,2
hVSMC-0042,hVSMC-0077,4
hVSMC-0042,hVSMC-0076,3
hVSMC-0042,hVSMC-0074,3
hVSMC-0042,hVSMC-0073,4
hVSMC-0042,hVSMC-0072,3
hVSMC-0042,hVSMC-0070,3
hVSMC-0042,hVSMC-0068,3
hVSMC-0042,hVSMC-0067,3
hVSMC-0042,hVSMC-0065,5
hVSMC-0042,hVSMC-0064,3
hVSMC-0042,hVSMC-0061,3
hVSMC-0042,hVSMC-0060,3
hVSMC-0042,hVSMC-0058,3
hVSMC-0042,hVSMC-0056,5
hVSMC-0042,hVSMC-0055,3
hVSMC-0042,hVSMC-0053,3
hVSMC-0042,hVSMC-0052,3
hVSMC-0042,hVSMC-0051,2
hVSMC-0042,hVSMC-0046,3
hVSMC-0042,hVSMC-0044,5
hVSMC-0041,hVSMC-1995,15
hVSMC-0041,hVSMC-1303,12
hVSMC-0041,hVSMC-1100,15
hVSMC-0041,hVSMC-0970,14
hVSMC-0041,hVSMC-0946,14
hVSMC-0041,hVSMC-0773,13
hVSMC-0041,hVSMC-0725,14
hVSMC-0041,hVSMC-0668,7
hVSMC-0041,hVSMC-0400,7
hVSMC-0041,hVSMC-0383,3
hVSMC-0041,hVSMC-0372,5
hVSMC-0041,hVSMC-0328,1
hVSMC-0041,hVSMC-0327,2
hVSMC-0041,hVSMC-0312,2
hVSMC-0041,hVSMC-0296,6
hVSMC-0041,hVSMC-0272,1
hVSMC-0041,hVSMC-0249,3
hVSMC-0041,hVSMC-0242,2
hVSMC-0041,hVSMC-0238,1
hVSMC-0041,hVSMC-0204,6
hVSMC-0041,hVSMC-0203,4
hVSMC-0041,hVSMC-0202,2
hVSMC-0041,hVSMC-0201,3
hVSMC-0041,hVSMC-0199,4
hVSMC-0041,hVSMC-0191,3
hVSMC-0041,hVSMC-0182,4
hVSMC-0041,hVSMC-0176,6
hVSMC-0041,hVSMC-0163,5
hVSMC-0041,hVSMC-0160,6
hVSMC-0041,hVSMC-0156,6
hVSMC-0041,hVSMC-0152,3
hVSMC-0041,hVSMC-0148,4
hVSMC-0041,hVSMC-0146,3
hVSMC-0041,hVSMC-0145,6
hVSMC-0041,hVSMC-0141,6
hVSMC-0041,hVSMC-0137,3
hVSMC-0041,hVSMC-0133,2
hVSMC-0041,hVSMC-0131,2
hVSMC-0041,hVSMC-0123,3
hVSMC-0041,hVSMC-0121,6
hVSMC-0041,hVSMC-0111,3
hVSMC-0041,hVSMC-0110,2
hVSMC-0041,hVSMC-0107,6
hVSMC-0041,hVSMC-0103,6
hVSMC-0041,hVSMC-0101,3
hVSMC-0041,hVSMC-0097,6
hVSMC-0041,hVSMC-0090,3
hVSMC-0041,hVSMC-0089,2
hVSMC-0041,hVSMC-0088,3
hVSMC-0041,hVSMC-0086,6
hVSMC-0041,hVSMC-0083,6
hVSMC-0041,hVSMC-0082,5
hVSMC-0041,hVSMC-0077,2
hVSMC-0041,hVSMC-0076,6
hVSMC-0041,hVSMC-0074,6
hVSMC-0041,hVSMC-0073,3
hVSMC-0041,hVSMC-0072,6
hVSMC-0041,hVSMC-0070,6
hVSMC-0041,hVSMC-0068,5
hVSMC-0041,hVSMC-0067,5
hVSMC-0041,hVSMC-0065,3
hVSMC-0041,hVSMC-0064,6
hVSMC-0041,hVSMC-0061,5
hVSMC-0041,hVSMC-0060,6
hVSMC-0041,hVSMC-0058,6
hVSMC-0041,hVSMC-0056,3
hVSMC-0041,hVSMC-0055,6
hVSMC-0041,hVSMC-0053,3
hVSMC-0041,hVSMC-0052,5
hVSMC-0041,hVSMC-0051,5
hVSMC-0041,hVSMC-0046,6
hVSMC-0041,hVSMC-0044,3
hVSMC-0041,hVSMC-0042,4
hVSMC-0040,hVSMC-1995,14
hVSMC-0040,hVSMC-1303,11
hVSMC-0040,hVSMC-1100,15
hVSMC-0040,hVSMC-0970,14
hVSMC-0040,hVSMC-0946,14
hVSMC-0040,hVSMC-0773,13
hVSMC-0040,hVSMC-0725,12
hVSMC-0040,hVSMC-0668,4
hVSMC-0040,hVSMC-0400,4
hVSMC-0040,hVSMC-0383,5
hVSMC-0040,hVSMC-0372,3
hVSMC-0040,hVSMC-0328,5
hVSMC-0040,hVSMC-0327,5
hVSMC-0040,hVSMC-0312,5
hVSMC-0040,hVSMC-0296,2
hVSMC-0040,hVSMC-0272,5
hVSMC-0040,hVSMC-0249,6
hVSMC-0040,hVSMC-0242,5
hVSMC-0040,hVSMC-0238,5
hVSMC-0040,hVSMC-0204,3
hVSMC-0040,hVSMC-0203,1
hVSMC-0040,hVSMC-0202,4
hVSMC-0040,hVSMC-0201,6
hVSMC-0040,hVSMC-0199,6
hVSMC-0040,hVSMC-0191,6
hVSMC-0040,hVSMC-0182,3
hVSMC-0040,hVSMC-0176,3
hVSMC-0040,hVSMC-0163,3
hVSMC-0040,hVSMC-0160,3
hVSMC-0040,hVSMC-0156,3
hVSMC-0040,hVSMC-0152,5
hVSMC-0040,hVSMC-0148,3
hVSMC-0040,hVSMC-0146,6
hVSMC-0040,hVSMC-0145,3
hVSMC-0040,hVSMC-0141,3
hVSMC-0040,hVSMC-0137,6
hVSMC-0040,hVSMC-0133,6
hVSMC-0040,hVSMC-0131,6
hVSMC-0040,hVSMC-0123,5
hVSMC-0040,hVSMC-0121,8
hVSMC-0040,hVSMC-0111,6
hVSMC-0040,hVSMC-0110,5
hVSMC-0040,hVSMC-0107,3
hVSMC-0040,hVSMC-0103,3
hVSMC-0040,hVSMC-0101,5
hVSMC-0040,hVSMC-0097,3
hVSMC-0040,hVSMC-0090,6
hVSMC-0040,hVSMC-0089,6
hVSMC-0040,hVSMC-0088,5
hVSMC-0040,hVSMC-0086,3
hVSMC-0040,hVSMC-0083,3
hVSMC-0040,hVSMC-0082,3
hVSMC-0040,hVSMC-0077,5
hVSMC-0040,hVSMC-0076,3
hVSMC-0040,hVSMC-0074,3
hVSMC-0040,hVSMC-0073,5
hVSMC-0040,hVSMC-0072,3
hVSMC-0040,hVSMC-0070,3
hVSMC-0040,hVSMC-0068,3
hVSMC-0040,hVSMC-0067,1
hVSMC-0040,hVSMC-0065,6
hVSMC-0040,hVSMC-0064,3
hVSMC-0040,hVSMC-0061,3
hVSMC-0040,hVSMC-0060,3
hVSMC-0040,hVSMC-0058,3
hVSMC-0040,hVSMC-0056,6
hVSMC-0040,hVSMC-0055,2
hVSMC-0040,hVSMC-0053,4
hVSMC-0040,hVSMC-0052,2
hVSMC-0040,hVSMC-0051,3
hVSMC-0040,hVSMC-0046,3
hVSMC-0040,hVSMC-0044,5
hVSMC-0040,hVSMC-0042,4
hVSMC-0040,hVSMC-0041,4
hVSMC-0038,hVSMC-1995,14
hVSMC-0038,hVSMC-1303,13
hVSMC-0038,hVSMC-1100,13
hVSMC-0038,hVSMC-0970,16
hVSMC-0038,hVSMC-0946,15
hVSMC-0038,hVSMC-0773,14
hVSMC-0038,hVSMC-0725,12
hVSMC-0038,hVSMC-0668,1
hVSMC-0038,hVSMC-0400,3
hVSMC-0038,hVSMC-0383,7
hVSMC-0038,hVSMC-0372,2
hVSMC-0038,hVSMC-0328,7
hVSMC-0038,hVSMC-0327,7
hVSMC-0038,hVSMC-0312,7
hVSMC-0038,hVSMC-0296,3
hVSMC-0038,hVSMC-0272,7
hVSMC-0038,hVSMC-0249,6
hVSMC-0038,hVSMC-0242,7
hVSMC-0038,hVSMC-0238,7
