source,target,treeDistance
hVSMC-0052,hVSMC-1100,16
hVSMC-0052,hVSMC-0970,27
hVSMC-0052,hVSMC-0946,33
hVSMC-0052,hVSMC-0773,25
hVSMC-0052,hVSMC-0725,29
hVSMC-0052,hVSMC-0668,2
hVSMC-0052,hVSMC-0400,34
hVSMC-0052,hVSMC-0383,18
hVSMC-0052,hVSMC-0372,10
hVSMC-0052,hVSMC-0328,12
hVSMC-0052,hVSMC-0327,16
hVSMC-0052,hVSMC-0312,8
hVSMC-0052,hVSMC-0296,26
hVSMC-0052,hVSMC-0272,40
hVSMC-0052,hVSMC-0249,8
hVSMC-0052,hVSMC-0242,16
hVSMC-0052,hVSMC-0238,8
hVSMC-0052,hVSMC-0204,12
hVSMC-0052,hVSMC-0203,28
hVSMC-0052,hVSMC-0202,10
hVSMC-0052,hVSMC-0201,40
hVSMC-0052,hVSMC-0199,36
hVSMC-0052,hVSMC-0191,18
hVSMC-0052,hVSMC-0182,12
hVSMC-0052,hVSMC-0176,16
hVSMC-0052,hVSMC-0163,0
hVSMC-0052,hVSMC-0160,34
hVSMC-0052,hVSMC-0156,12
hVSMC-0052,hVSMC-0152,38
hVSMC-0052,hVSMC-0148,34
hVSMC-0052,hVSMC-0146,8
hVSMC-0052,hVSMC-0145,34
hVSMC-0052,hVSMC-0141,16
hVSMC-0052,hVSMC-0137,38
hVSMC-0052,hVSMC-0133,36
hVSMC-0052,hVSMC-0131,40
hVSMC-0052,hVSMC-0123,8
hVSMC-0052,hVSMC-0121,8
hVSMC-0052,hVSMC-0111,40
hVSMC-0052,hVSMC-0110,8
hVSMC-0052,hVSMC-0107,36
hVSMC-0052,hVSMC-0103,14
hVSMC-0052,hVSMC-0101,22
hVSMC-0052,hVSMC-0097,12
hVSMC-0052,hVSMC-0090,10
hVSMC-0052,hVSMC-0089,8
hVSMC-0052,hVSMC-0088,37
hVSMC-0052,hVSMC-0086,38
hVSMC-0052,hVSMC-0083,34
hVSMC-0052,hVSMC-0082,12
hVSMC-0052,hVSMC-0077,10
hVSMC-0052,hVSMC-0076,34
hVSMC-0052,hVSMC-0074,35
hVSMC-0052,hVSMC-0073,10
hVSMC-0052,hVSMC-0072,34
hVSMC-0052,hVSMC-0070,2
hVSMC-0052,hVSMC-0068,10
hVSMC-0052,hVSMC-0067,26
hVSMC-0052,hVSMC-0065,22
hVSMC-0052,hVSMC-0064,12
hVSMC-0052,hVSMC-0061,7
hVSMC-0052,hVSMC-0060,16
hVSMC-0052,hVSMC-0058,16
hVSMC-0052,hVSMC-0056,36
hVSMC-0052,hVSMC-0055,30
hVSMC-0052,hVSMC-0053,38
hVSMC-0051,hVSMC-1995,33
hVSMC-0051,hVSMC-1303,26
hVSMC-0051,hVSMC-1100,33
hVSMC-0051,hVSMC-0970,44
hVSMC-0051,hVSMC-0946,44
hVSMC-0051,hVSMC-0773,36
hVSMC-0051,hVSMC-0725,24
hVSMC-0051,hVSMC-0668,33
hVSMC-0051,hVSMC-0400,3
hVSMC-0051,hVSMC-0383,37
hVSMC-0051,hVSMC-0372,31
hVSMC-0051,hVSMC-0328,31
hVSMC-0051,hVSMC-0327,35
hVSMC-0051,hVSMC-0312,33
hVSMC-0051,hVSMC-0296,21
hVSMC-0051,hVSMC-0272,21
hVSMC-0051,hVSMC-0249,35
hVSMC-0051,hVSMC-0242,35
hVSMC-0051,hVSMC-0238,33
hVSMC-0051,hVSMC-0204,35
hVSMC-0051,hVSMC-0203,25
hVSMC-0051,hVSMC-0202,29
hVSMC-0051,hVSMC-0201,17
hVSMC-0051,hVSMC-0199,17
hVSMC-0051,hVSMC-0191,35
hVSMC-0051,hVSMC-0182,35
hVSMC-0051,hVSMC-0176,35
hVSMC-0051,hVSMC-0163,35
hVSMC-0051,hVSMC-0160,11
hVSMC-0051,hVSMC-0156,35
hVSMC-0051,hVSMC-0152,17
hVSMC-0051,hVSMC-0148,3
hVSMC-0051,hVSMC-0146,33
hVSMC-0051,hVSMC-0145,3
hVSMC-0051,hVSMC-0141,35
hVSMC-0051,hVSMC-0137,17
hVSMC-0051,hVSMC-0133,19
hVSMC-0051,hVSMC-0131,21
hVSMC-0051,hVSMC-0123,35
hVSMC-0051,hVSMC-0121,33
hVSMC-0051,hVSMC-0111,21
hVSMC-0051,hVSMC-0110,33
hVSMC-0051,hVSMC-0107,13
hVSMC-0051,hVSMC-0103,35
hVSMC-0051,hVSMC-0101,37
hVSMC-0051,hVSMC-0097,33
hVSMC-0051,hVSMC-0090,35
hVSMC-0051,hVSMC-0089,33
hVSMC-0051,hVSMC-0088,16
hVSMC-0051,hVSMC-0086,11
hVSMC-0051,hVSMC-0083,3
hVSMC-0051,hVSMC-0082,35
hVSMC-0051,hVSMC-0077,35
hVSMC-0051,hVSMC-0076,1
hVSMC-0051,hVSMC-0074,10
hVSMC-0051,hVSMC-0073,29
hVSMC-0051,hVSMC-0072,7
hVSMC-0051,hVSMC-0070,33
hVSMC-0051,hVSMC-0068,37
hVSMC-0051,hVSMC-0067,21
hVSMC-0051,hVSMC-0065,37
hVSMC-0051,hVSMC-0064,35
hVSMC-0051,hVSMC-0061,34
hVSMC-0051,hVSMC-0060,35
hVSMC-0051,hVSMC-0058,35
hVSMC-0051,hVSMC-0056,17
hVSMC-0051,hVSMC-0055,41
hVSMC-0051,hVSMC-0053,17
hVSMC-0051,hVSMC-0052,35
hVSMC-0046,hVSMC-1995,36
hVSMC-0046,hVSMC-1303,25
hVSMC-0046,hVSMC-1100,36
hVSMC-0046,hVSMC-0970,43
hVSMC-0046,hVSMC-0946,43
hVSMC-0046,hVSMC-0773,35
hVSMC-0046,hVSMC-0725,27
hVSMC-0046,hVSMC-0668,34
hVSMC-0046,hVSMC-0400,0
hVSMC-0046,hVSMC-0383,34
hVSMC-0046,hVSMC-0372,34
hVSMC-0046,hVSMC-0328,32
hVSMC-0046,hVSMC-0327,38
hVSMC-0046,hVSMC-0312,36
hVSMC-0046,hVSMC-0296,20
hVSMC-0046,hVSMC-0272,20
hVSMC-0046,hVSMC-0249,38
hVSMC-0046,hVSMC-0242,38
hVSMC-0046,hVSMC-0238,36
hVSMC-0046,hVSMC-0204,34
hVSMC-0046,hVSMC-0203,26
hVSMC-0046,hVSMC-0202,32
hVSMC-0046,hVSMC-0201,16
hVSMC-0046,hVSMC-0199,14
hVSMC-0046,hVSMC-0191,34
hVSMC-0046,hVSMC-0182,34
hVSMC-0046,hVSMC-0176,34
hVSMC-0046,hVSMC-0163,34
hVSMC-0046,hVSMC-0160,8
hVSMC-0046,hVSMC-0156,34
hVSMC-0046,hVSMC-0152,16
hVSMC-0046,hVSMC-0148,0
hVSMC-0046,hVSMC-0146,36
hVSMC-0046,hVSMC-0145,0
hVSMC-0046,hVSMC-0141,34
hVSMC-0046,hVSMC-0137,14
hVSMC-0046,hVSMC-0133,16
hVSMC-0046,hVSMC-0131,20
hVSMC-0046,hVSMC-0123,38
hVSMC-0046,hVSMC-0121,36
hVSMC-0046,hVSMC-0111,20
hVSMC-0046,hVSMC-0110,36
hVSMC-0046,hVSMC-0107,10
hVSMC-0046,hVSMC-0103,32
hVSMC-0046,hVSMC-0101,36
hVSMC-0046,hVSMC-0097,36
hVSMC-0046,hVSMC-0090,36
hVSMC-0046,hVSMC-0089,36
hVSMC-0046,hVSMC-0088,15
hVSMC-0046,hVSMC-0086,8
hVSMC-0046,hVSMC-0083,6
hVSMC-0046,hVSMC-0082,34
hVSMC-0046,hVSMC-0077,38
hVSMC-0046,hVSMC-0076,4
hVSMC-0046,hVSMC-0074,7
hVSMC-0046,hVSMC-0073,32
hVSMC-0046,hVSMC-0072,4
hVSMC-0046,hVSMC-0070,34
hVSMC-0046,hVSMC-0068,38
hVSMC-0046,hVSMC-0067,20
hVSMC-0046,hVSMC-0065,38
hVSMC-0046,hVSMC-0064,36
hVSMC-0046,hVSMC-0061,35
hVSMC-0046,hVSMC-0060,34
hVSMC-0046,hVSMC-0058,34
hVSMC-0046,hVSMC-0056,14
hVSMC-0046,hVSMC-0055,44
hVSMC-0046,hVSMC-0053,16
hVSMC-0046,hVSMC-0052,34
hVSMC-0046,hVSMC-0051,3
hVSMC-0044,hVSMC-1995,14
hVSMC-0044,hVSMC-1303,27
hVSMC-0044,hVSMC-1100,18
hVSMC-0044,hVSMC-0970,33
hVSMC-0044,hVSMC-0946,31
hVSMC-0044,hVSMC-0773,27
hVSMC-0044,hVSMC-0725,29
hVSMC-0044,hVSMC-0668,12
hVSMC-0044,hVSMC-0400,36
hVSMC-0044,hVSMC-0383,20
hVSMC-0044,hVSMC-0372,10
hVSMC-0044,hVSMC-0328,10
hVSMC-0044,hVSMC-0327,12
hVSMC-0044,hVSMC-0312,4
hVSMC-0044,hVSMC-0296,26
hVSMC-0044,hVSMC-0272,42
hVSMC-0044,hVSMC-0249,8
hVSMC-0044,hVSMC-0242,12
hVSMC-0044,hVSMC-0238,6
hVSMC-0044,hVSMC-0204,4
hVSMC-0044,hVSMC-0203,24
hVSMC-0044,hVSMC-0202,12
hVSMC-0044,hVSMC-0201,40
hVSMC-0044,hVSMC-0199,38
hVSMC-0044,hVSMC-0191,20
hVSMC-0044,hVSMC-0182,4
hVSMC-0044,hVSMC-0176,8
hVSMC-0044,hVSMC-0163,10
hVSMC-0044,hVSMC-0160,34
hVSMC-0044,hVSMC-0156,4
hVSMC-0044,hVSMC-0152,42
hVSMC-0044,hVSMC-0148,36
hVSMC-0044,hVSMC-0146,6
hVSMC-0044,hVSMC-0145,36
hVSMC-0044,hVSMC-0141,8
hVSMC-0044,hVSMC-0137,40
hVSMC-0044,hVSMC-0133,36
hVSMC-0044,hVSMC-0131,42
hVSMC-0044,hVSMC-0123,2
hVSMC-0044,hVSMC-0121,6
hVSMC-0044,hVSMC-0111,42
hVSMC-0044,hVSMC-0110,6
hVSMC-0044,hVSMC-0107,40
hVSMC-0044,hVSMC-0103,10
hVSMC-0044,hVSMC-0101,22
hVSMC-0044,hVSMC-0097,4
hVSMC-0044,hVSMC-0090,0
hVSMC-0044,hVSMC-0089,6
hVSMC-0044,hVSMC-0088,41
hVSMC-0044,hVSMC-0086,42
hVSMC-0044,hVSMC-0083,34
hVSMC-0044,hVSMC-0082,4
hVSMC-0044,hVSMC-0077,2
hVSMC-0044,hVSMC-0076,34
hVSMC-0044,hVSMC-0074,37
hVSMC-0044,hVSMC-0073,12
hVSMC-0044,hVSMC-0072,38
hVSMC-0044,hVSMC-0070,12
hVSMC-0044,hVSMC-0068,4
hVSMC-0044,hVSMC-0067,26
hVSMC-0044,hVSMC-0065,20
hVSMC-0044,hVSMC-0064,10
hVSMC-0044,hVSMC-0061,7
hVSMC-0044,hVSMC-0060,8
hVSMC-0044,hVSMC-0058,8
hVSMC-0044,hVSMC-0056,38
hVSMC-0044,hVSMC-0055,28
hVSMC-0044,hVSMC-0053,42
hVSMC-0044,hVSMC-0052,10
hVSMC-0044,hVSMC-0051,35
hVSMC-0044,hVSMC-0046,36
hVSMC-0042,hVSMC-1995,13
hVSMC-0042,hVSMC-1303,28
hVSMC-0042,hVSMC-1100,17
hVSMC-0042,hVSMC-0970,32
hVSMC-0042,hVSMC-0946,30
hVSMC-0042,hVSMC-0773,24
hVSMC-0042,hVSMC-0725,28
hVSMC-0042,hVSMC-0668,13
hVSMC-0042,hVSMC-0400,39
hVSMC-0042,hVSMC-0383,19
hVSMC-0042,hVSMC-0372,9
hVSMC-0042,hVSMC-0328,9
hVSMC-0042,hVSMC-0327,11
hVSMC-0042,hVSMC-0312,5
hVSMC-0042,hVSMC-0296,27
hVSMC-0042,hVSMC-0272,39
hVSMC-0042,hVSMC-0249,5
hVSMC-0042,hVSMC-0242,11
hVSMC-0042,hVSMC-0238,7
hVSMC-0042,hVSMC-0204,5
hVSMC-0042,hVSMC-0203,25
hVSMC-0042,hVSMC-0202,11
hVSMC-0042,hVSMC-0201,41
hVSMC-0042,hVSMC-0199,37
hVSMC-0042,hVSMC-0191,21
hVSMC-0042,hVSMC-0182,5
hVSMC-0042,hVSMC-0176,7
hVSMC-0042,hVSMC-0163,11
hVSMC-0042,hVSMC-0160,35
hVSMC-0042,hVSMC-0156,5
hVSMC-0042,hVSMC-0152,43
hVSMC-0042,hVSMC-0148,39
hVSMC-0042,hVSMC-0146,7
hVSMC-0042,hVSMC-0145,39
hVSMC-0042,hVSMC-0141,7
hVSMC-0042,hVSMC-0137,41
hVSMC-0042,hVSMC-0133,37
hVSMC-0042,hVSMC-0131,39
hVSMC-0042,hVSMC-0123,3
hVSMC-0042,hVSMC-0121,7
hVSMC-0042,hVSMC-0111,39
hVSMC-0042,hVSMC-0110,7
hVSMC-0042,hVSMC-0107,37
hVSMC-0042,hVSMC-0103,11
hVSMC-0042,hVSMC-0101,21
hVSMC-0042,hVSMC-0097,3
hVSMC-0042,hVSMC-0090,3
hVSMC-0042,hVSMC-0089,7
hVSMC-0042,hVSMC-0088,42
hVSMC-0042,hVSMC-0086,43
hVSMC-0042,hVSMC-0083,35
hVSMC-0042,hVSMC-0082,5
hVSMC-0042,hVSMC-0077,1
hVSMC-0042,hVSMC-0076,35
hVSMC-0042,hVSMC-0074,40
hVSMC-0042,hVSMC-0073,11
hVSMC-0042,hVSMC-0072,39
hVSMC-0042,hVSMC-0070,13
hVSMC-0042,hVSMC-0068,1
hVSMC-0042,hVSMC-0067,27
hVSMC-0042,hVSMC-0065,19
hVSMC-0042,hVSMC-0064,11
hVSMC-0042,hVSMC-0061,8
hVSMC-0042,hVSMC-0060,7
hVSMC-0042,hVSMC-0058,7
hVSMC-0042,hVSMC-0056,37
hVSMC-0042,hVSMC-0055,27
hVSMC-0042,hVSMC-0053,43
hVSMC-0042,hVSMC-0052,11
hVSMC-0042,hVSMC-0051,36
hVSMC-0042,hVSMC-0046,39
hVSMC-0042,hVSMC-0044,3
hVSMC-0041,hVSMC-1995,37
hVSMC-0041,hVSMC-1303,22
hVSMC-0041,hVSMC-1100,37
hVSMC-0041,hVSMC-0970,44
hVSMC-0041,hVSMC-0946,40
hVSMC-0041,hVSMC-0773,32
hVSMC-0041,hVSMC-0725,22
hVSMC-0041,hVSMC-0668,35
hVSMC-0041,hVSMC-0400,15
hVSMC-0041,hVSMC-0383,33
hVSMC-0041,hVSMC-0372,35
hVSMC-0041,hVSMC-0328,35
hVSMC-0041,hVSMC-0327,37
hVSMC-0041,hVSMC-0312,37
hVSMC-0041,hVSMC-0296,23
hVSMC-0041,hVSMC-0272,5
hVSMC-0041,hVSMC-0249,37
hVSMC-0041,hVSMC-0242,37
hVSMC-0041,hVSMC-0238,37
hVSMC-0041,hVSMC-0204,35
hVSMC-0041,hVSMC-0203,23
hVSMC-0041,hVSMC-0202,33
hVSMC-0041,hVSMC-0201,5
hVSMC-0041,hVSMC-0199,7
hVSMC-0041,hVSMC-0191,33
hVSMC-0041,hVSMC-0182,35
hVSMC-0041,hVSMC-0176,33
hVSMC-0041,hVSMC-0163,35
hVSMC-0041,hVSMC-0160,13
hVSMC-0041,hVSMC-0156,35
hVSMC-0041,hVSMC-0152,5
hVSMC-0041,hVSMC-0148,15
hVSMC-0041,hVSMC-0146,37
hVSMC-0041,hVSMC-0145,15
hVSMC-0041,hVSMC-0141,33
hVSMC-0041,hVSMC-0137,5
hVSMC-0041,hVSMC-0133,1
hVSMC-0041,hVSMC-0131,5
hVSMC-0041,hVSMC-0123,37
hVSMC-0041,hVSMC-0121,37
hVSMC-0041,hVSMC-0111,5
hVSMC-0041,hVSMC-0110,37
hVSMC-0041,hVSMC-0107,15
hVSMC-0041,hVSMC-0103,37
hVSMC-0041,hVSMC-0101,31
hVSMC-0041,hVSMC-0097,35
hVSMC-0041,hVSMC-0090,37
hVSMC-0041,hVSMC-0089,37
hVSMC-0041,hVSMC-0088,6
hVSMC-0041,hVSMC-0086,19
hVSMC-0041,hVSMC-0083,17
hVSMC-0041,hVSMC-0082,35
hVSMC-0041,hVSMC-0077,37
hVSMC-0041,hVSMC-0076,17
hVSMC-0041,hVSMC-0074,8
hVSMC-0041,hVSMC-0073,33
hVSMC-0041,hVSMC-0072,19
hVSMC-0041,hVSMC-0070,35
hVSMC-0041,hVSMC-0068,39
hVSMC-0041,hVSMC-0067,23
hVSMC-0041,hVSMC-0065,35
hVSMC-0041,hVSMC-0064,41
hVSMC-0041,hVSMC-0061,38
hVSMC-0041,hVSMC-0060,33
hVSMC-0041,hVSMC-0058,33
hVSMC-0041,hVSMC-0056,7
hVSMC-0041,hVSMC-0055,43
hVSMC-0041,hVSMC-0053,5
hVSMC-0041,hVSMC-0052,35
hVSMC-0041,hVSMC-0051,18
hVSMC-0041,hVSMC-0046,15
hVSMC-0041,hVSMC-0044,37
hVSMC-0041,hVSMC-0042,38
hVSMC-0040,hVSMC-1995,29
hVSMC-0040,hVSMC-1303,14
hVSMC-0040,hVSMC-1100,29
hVSMC-0040,hVSMC-0970,42
hVSMC-0040,hVSMC-0946,40
hVSMC-0040,hVSMC-0773,32
hVSMC-0040,hVSMC-0725,18
hVSMC-0040,hVSMC-0668,27
hVSMC-0040,hVSMC-0400,21
hVSMC-0040,hVSMC-0383,29
hVSMC-0040,hVSMC-0372,27
hVSMC-0040,hVSMC-0328,27
hVSMC-0040,hVSMC-0327,29
hVSMC-0040,hVSMC-0312,27
hVSMC-0040,hVSMC-0296,5
hVSMC-0040,hVSMC-0272,25
hVSMC-0040,hVSMC-0249,29
hVSMC-0040,hVSMC-0242,29
hVSMC-0040,hVSMC-0238,27
hVSMC-0040,hVSMC-0204,25
hVSMC-0040,hVSMC-0203,5
hVSMC-0040,hVSMC-0202,29
hVSMC-0040,hVSMC-0201,25
hVSMC-0040,hVSMC-0199,21
hVSMC-0040,hVSMC-0191,27
hVSMC-0040,hVSMC-0182,25
hVSMC-0040,hVSMC-0176,25
hVSMC-0040,hVSMC-0163,29
hVSMC-0040,hVSMC-0160,21
hVSMC-0040,hVSMC-0156,25
hVSMC-0040,hVSMC-0152,23
hVSMC-0040,hVSMC-0148,21
hVSMC-0040,hVSMC-0146,27
hVSMC-0040,hVSMC-0145,21
hVSMC-0040,hVSMC-0141,25
hVSMC-0040,hVSMC-0137,23
hVSMC-0040,hVSMC-0133,23
hVSMC-0040,hVSMC-0131,25
hVSMC-0040,hVSMC-0123,29
hVSMC-0040,hVSMC-0121,27
hVSMC-0040,hVSMC-0111,25
hVSMC-0040,hVSMC-0110,27
hVSMC-0040,hVSMC-0107,29
hVSMC-0040,hVSMC-0103,23
hVSMC-0040,hVSMC-0101,29
hVSMC-0040,hVSMC-0097,27
hVSMC-0040,hVSMC-0090,27
hVSMC-0040,hVSMC-0089,27
hVSMC-0040,hVSMC-0088,22
hVSMC-0040,hVSMC-0086,29
hVSMC-0040,hVSMC-0083,25
hVSMC-0040,hVSMC-0082,25
hVSMC-0040,hVSMC-0077,29
hVSMC-0040,hVSMC-0076,21
hVSMC-0040,hVSMC-0074,16
hVSMC-0040,hVSMC-0073,29
hVSMC-0040,hVSMC-0072,25
hVSMC-0040,hVSMC-0070,27
hVSMC-0040,hVSMC-0068,29
hVSMC-0040,hVSMC-0067,5
hVSMC-0040,hVSMC-0065,27
hVSMC-0040,hVSMC-0064,27
hVSMC-0040,hVSMC-0061,26
hVSMC-0040,hVSMC-0060,25
hVSMC-0040,hVSMC-0058,25
hVSMC-0040,hVSMC-0056,21
hVSMC-0040,hVSMC-0055,35
hVSMC-0040,hVSMC-0053,23
hVSMC-0040,hVSMC-0052,29
hVSMC-0040,hVSMC-0051,22
hVSMC-0040,hVSMC-0046,21
hVSMC-0040,hVSMC-0044,27
hVSMC-0040,hVSMC-0042,30
hVSMC-0040,hVSMC-0041,22
hVSMC-0038,hVSMC-1995,36
hVSMC-0038,hVSMC-1303,25
hVSMC-0038,hVSMC-1100,36
hVSMC-0038,hVSMC-0970,43
hVSMC-0038,hVSMC-0946,43
hVSMC-0038,hVSMC-0773,35
hVSMC-0038,hVSMC-0725,27
hVSMC-0038,hVSMC-0668,34
hVSMC-0038,hVSMC-0400,0
hVSMC-0038,hVSMC-0383,34
hVSMC-0038,hVSMC-0372,34
hVSMC-0038,hVSMC-0328,32
hVSMC-0038,hVSMC-0327,38
hVSMC-0038,hVSMC-0312,36
hVSMC-0038,hVSMC-0296,20
hVSMC-0038,hVSMC-0272,20
hVSMC-0038,hVSMC-0249,38
hVSMC-0038,hVSMC-0242,38
hVSMC-0038,hVSMC-0238,36
hVSMC-0038,hVSMC-0204,34
hVSMC-0038,hVSMC-0203,26
hVSMC-0038,hVSMC-0202,32
hVSMC-0038,hVSMC-0201,16
hVSMC-0038,hVSMC-0199,14
hVSMC-0038,hVSMC-0191,34
hVSMC-0038,hVSMC-0182,34
hVSMC-0038,hVSMC-0176,34
hVSMC-0038,hVSMC-0163,34
hVSMC-0038,hVSMC-0160,8
hVSMC-0038,hVSMC-0156,34
hVSMC-0038,hVSMC-0152,16
hVSMC-0038,hVSMC-0148,0
hVSMC-0038,hVSMC-0146,36
hVSMC-0038,hVSMC-0145,0
hVSMC-0038,hVSMC-0141,34
hVSMC-0038,hVSMC-0137,14
hVSMC-0038,hVSMC-0133,16
hVSMC-0038,hVSMC-0131,20
hVSMC-0038,hVSMC-0123,38
hVSMC-0038,hVSMC-0121,36
hVSMC-0038,hVSMC-0111,20
hVSMC-0038,hVSMC-0110,36
hVSMC-0038,hVSMC-0107,10
hVSMC-0038,hVSMC-0103,32
hVSMC-0038,hVSMC-0101,36
hVSMC-0038,hVSMC-0097,36
hVSMC-0038,hVSMC-0090,36
hVSMC-0038,hVSMC-0089,36
hVSMC-0038,hVSMC-0088,15
hVSMC-0038,hVSMC-0086,8
hVSMC-0038,hVSMC-0083,6
hVSMC-0038,hVSMC-0082,34
hVSMC-0038,hVSMC-0077,38
hVSMC-0038,hVSMC-0076,4
hVSMC-0038,hVSMC-0074,7
hVSMC-0038,hVSMC-0073,32
hVSMC-0038,hVSMC-0072,4
hVSMC-0038,hVSMC-0070,34
hVSMC-0038,hVSMC-0068,38
hVSMC-0038,hVSMC-0067,20
hVSMC-0038,hVSMC-0065,38
hVSMC-0038,hVSMC-0064,36
hVSMC-0038,hVSMC-0061,35
hVSMC-0038,hVSMC-0060,34
hVSMC-0038,hVSMC-0058,34
hVSMC-0038,hVSMC-0056,14
hVSMC-0038,hVSMC-0055,44
hVSMC-0038,hVSMC-0053,16
hVSMC-0038,hVSMC-0052,34
hVSMC-0038,hVSMC-0051,3
hVSMC-0038,hVSMC-0046,0
hVSMC-0038,hVSMC-0044,36
hVSMC-0038,hVSMC-0042,39
hVSMC-0038,hVSMC-0041,15
hVSMC-0038,hVSMC-0040,21
hVSMC-0035,hVSMC-1995,10
hVSMC-0035,hVSMC-1303,27
hVSMC-0035,hVSMC-1100,18
hVSMC-0035,hVSMC-0970,37
hVSMC-0035,hVSMC-0946,31
hVSMC-0035,hVSMC-0773,17
hVSMC-0035,hVSMC-0725,29
hVSMC-0035,hVSMC-0668,16
hVSMC-0035,hVSMC-0400,38
hVSMC-0035,hVSMC-0383,18
hVSMC-0035,hVSMC-0372,14
hVSMC-0035,hVSMC-0328,16
hVSMC-0035,hVSMC-0327,12
hVSMC-0035,hVSMC-0312,8
hVSMC-0035,hVSMC-0296,26
hVSMC-0035,hVSMC-0272,36
hVSMC-0035,hVSMC-0249,8
hVSMC-0035,hVSMC-0242,12
hVSMC-0035,hVSMC-0238,12
hVSMC-0035,hVSMC-0204,10
hVSMC-0035,hVSMC-0203,24
hVSMC-0035,hVSMC-0202,16
hVSMC-0035,hVSMC-0201,36
hVSMC-0035,hVSMC-0199,36
hVSMC-0035,hVSMC-0191,22
hVSMC-0035,hVSMC-0182,10
hVSMC-0035,hVSMC-0176,10
hVSMC-0035,hVSMC-0163,16
hVSMC-0035,hVSMC-0160,30
hVSMC-0035,hVSMC-0156,10
hVSMC-0035,hVSMC-0152,38
hVSMC-0035,hVSMC-0148,38
hVSMC-0035,hVSMC-0146,12
hVSMC-0035,hVSMC-0145,38
hVSMC-0035,hVSMC-0141,10
hVSMC-0035,hVSMC-0137,38
hVSMC-0035,hVSMC-0133,38
hVSMC-0035,hVSMC-0131,36
hVSMC-0035,hVSMC-0123,10
hVSMC-0035,hVSMC-0121,12
hVSMC-0035,hVSMC-0111,36
hVSMC-0035,hVSMC-0110,12
hVSMC-0035,hVSMC-0107,36
hVSMC-0035,hVSMC-0103,12
hVSMC-0035,hVSMC-0101,18
hVSMC-0035,hVSMC-0097,10
hVSMC-0035,hVSMC-0090,12
hVSMC-0035,hVSMC-0089,12
hVSMC-0035,hVSMC-0088,37
hVSMC-0035,hVSMC-0086,34
hVSMC-0035,hVSMC-0083,34
hVSMC-0035,hVSMC-0082,10
hVSMC-0035,hVSMC-0077,10
hVSMC-0035,hVSMC-0076,34
hVSMC-0035,hVSMC-0074,39
hVSMC-0035,hVSMC-0073,16
hVSMC-0035,hVSMC-0072,38
hVSMC-0035,hVSMC-0070,16
hVSMC-0035,hVSMC-0068,10
hVSMC-0035,hVSMC-0067,26
hVSMC-0035,hVSMC-0065,18
hVSMC-0035,hVSMC-0064,14
hVSMC-0035,hVSMC-0061,15
hVSMC-0035,hVSMC-0060,10
hVSMC-0035,hVSMC-0058,10
hVSMC-0035,hVSMC-0056,36
hVSMC-0035,hVSMC-0055,26
hVSMC-0035,hVSMC-0053,38
hVSMC-0035,hVSMC-0052,16
hVSMC-0035,hVSMC-0051,35
hVSMC-0035,hVSMC-0046,38
hVSMC-0035,hVSMC-0044,12
hVSMC-0035,hVSMC-0042,9
hVSMC-0035,hVSMC-0041,37
hVSMC-0035,hVSMC-0040,29
hVSMC-0035,hVSMC-0038,38
hVSMC-0031,hVSMC-1995,12
hVSMC-0031,hVSMC-1303,29
hVSMC-0031,hVSMC-1100,16
hVSMC-0031,hVSMC-0970,31
hVSMC-0031,hVSMC-0946,29
hVSMC-0031,hVSMC-0773,25
hVSMC-0031,hVSMC-0725,29
hVSMC-0031,hVSMC-0668,12
hVSMC-0031,hVSMC-0400,38
hVSMC-0031,hVSMC-0383,18
hVSMC-0031,hVSMC-0372,8
hVSMC-0031,hVSMC-0328,8
hVSMC-0031,hVSMC-0327,12
hVSMC-0031,hVSMC-0312,6
hVSMC-0031,hVSMC-0296,28
hVSMC-0031,hVSMC-0272,40
hVSMC-0031,hVSMC-0249,6
hVSMC-0031,hVSMC-0242,12
hVSMC-0031,hVSMC-0238,8
hVSMC-0031,hVSMC-0204,6
hVSMC-0031,hVSMC-0203,24
hVSMC-0031,hVSMC-0202,10
hVSMC-0031,hVSMC-0201,40
hVSMC-0031,hVSMC-0199,38
hVSMC-0031,hVSMC-0191,20
hVSMC-0031,hVSMC-0182,6
hVSMC-0031,hVSMC-0176,8
hVSMC-0031,hVSMC-0163,10
hVSMC-0031,hVSMC-0160,36
hVSMC-0031,hVSMC-0156,6
hVSMC-0031,hVSMC-0152,44
hVSMC-0031,hVSMC-0148,38
hVSMC-0031,hVSMC-0146,8
hVSMC-0031,hVSMC-0145,38
hVSMC-0031,hVSMC-0141,8
hVSMC-0031,hVSMC-0137,42
hVSMC-0031,hVSMC-0133,38
hVSMC-0031,hVSMC-0131,40
hVSMC-0031,hVSMC-0123,4
hVSMC-0031,hVSMC-0121,8
hVSMC-0031,hVSMC-0111,40
hVSMC-0031,hVSMC-0110,8
hVSMC-0031,hVSMC-0107,38
hVSMC-0031,hVSMC-0103,12
hVSMC-0031,hVSMC-0101,20
hVSMC-0031,hVSMC-0097,4
hVSMC-0031,hVSMC-0090,4
hVSMC-0031,hVSMC-0089,8
hVSMC-0031,hVSMC-0088,43
hVSMC-0031,hVSMC-0086,44
hVSMC-0031,hVSMC-0083,36
hVSMC-0031,hVSMC-0082,6
hVSMC-0031,hVSMC-0077,2
