source,target,treeDistance
hVSMC-0107,hVSMC-0202,38
hVSMC-0107,hVSMC-0201,14
hVSMC-0107,hVSMC-0199,18
hVSMC-0107,hVSMC-0191,38
hVSMC-0107,hVSMC-0182,38
hVSMC-0107,hVSMC-0176,36
hVSMC-0107,hVSMC-0163,36
hVSMC-0107,hVSMC-0160,10
hVSMC-0107,hVSMC-0156,38
hVSMC-0107,hVSMC-0152,14
hVSMC-0107,hVSMC-0148,10
hVSMC-0107,hVSMC-0146,38
hVSMC-0107,hVSMC-0145,10
hVSMC-0107,hVSMC-0141,36
hVSMC-0107,hVSMC-0137,18
hVSMC-0107,hVSMC-0133,16
hVSMC-0107,hVSMC-0131,12
hVSMC-0107,hVSMC-0123,38
hVSMC-0107,hVSMC-0121,38
hVSMC-0107,hVSMC-0111,12
hVSMC-0107,hVSMC-0110,38
hVSMC-0103,hVSMC-1995,18
hVSMC-0103,hVSMC-1303,33
hVSMC-0103,hVSMC-1100,18
hVSMC-0103,hVSMC-0970,37
hVSMC-0103,hVSMC-0946,33
hVSMC-0103,hVSMC-0773,23
hVSMC-0103,hVSMC-0725,31
hVSMC-0103,hVSMC-0668,14
hVSMC-0103,hVSMC-0400,32
hVSMC-0103,hVSMC-0383,18
hVSMC-0103,hVSMC-0372,14
hVSMC-0103,hVSMC-0328,14
hVSMC-0103,hVSMC-0327,14
hVSMC-0103,hVSMC-0312,10
hVSMC-0103,hVSMC-0296,22
hVSMC-0103,hVSMC-0272,40
hVSMC-0103,hVSMC-0249,10
hVSMC-0103,hVSMC-0242,14
hVSMC-0103,hVSMC-0238,10
hVSMC-0103,hVSMC-0204,8
hVSMC-0103,hVSMC-0203,26
hVSMC-0103,hVSMC-0202,16
hVSMC-0103,hVSMC-0201,36
hVSMC-0103,hVSMC-0199,34
hVSMC-0103,hVSMC-0191,18
hVSMC-0103,hVSMC-0182,8
hVSMC-0103,hVSMC-0176,4
hVSMC-0103,hVSMC-0163,14
hVSMC-0103,hVSMC-0160,30
hVSMC-0103,hVSMC-0156,8
hVSMC-0103,hVSMC-0152,38
hVSMC-0103,hVSMC-0148,32
hVSMC-0103,hVSMC-0146,10
hVSMC-0103,hVSMC-0145,32
hVSMC-0103,hVSMC-0141,4
hVSMC-0103,hVSMC-0137,36
hVSMC-0103,hVSMC-0133,38
hVSMC-0103,hVSMC-0131,40
hVSMC-0103,hVSMC-0123,12
hVSMC-0103,hVSMC-0121,10
hVSMC-0103,hVSMC-0111,40
hVSMC-0103,hVSMC-0110,10
hVSMC-0103,hVSMC-0107,38
hVSMC-0101,hVSMC-1995,22
hVSMC-0101,hVSMC-1303,33
hVSMC-0101,hVSMC-1100,28
hVSMC-0101,hVSMC-0970,31
hVSMC-0101,hVSMC-0946,37
hVSMC-0101,hVSMC-0773,11
hVSMC-0101,hVSMC-0725,31
hVSMC-0101,hVSMC-0668,22
hVSMC-0101,hVSMC-0400,36
hVSMC-0101,hVSMC-0383,4
hVSMC-0101,hVSMC-0372,20
hVSMC-0101,hVSMC-0328,22
hVSMC-0101,hVSMC-0327,24
hVSMC-0101,hVSMC-0312,20
hVSMC-0101,hVSMC-0296,26
hVSMC-0101,hVSMC-0272,34
hVSMC-0101,hVSMC-0249,22
hVSMC-0101,hVSMC-0242,24
hVSMC-0101,hVSMC-0238,24
hVSMC-0101,hVSMC-0204,20
hVSMC-0101,hVSMC-0203,26
hVSMC-0101,hVSMC-0202,24
hVSMC-0101,hVSMC-0201,36
hVSMC-0101,hVSMC-0199,30
hVSMC-0101,hVSMC-0191,4
hVSMC-0101,hVSMC-0182,20
hVSMC-0101,hVSMC-0176,22
hVSMC-0101,hVSMC-0163,22
hVSMC-0101,hVSMC-0160,32
hVSMC-0101,hVSMC-0156,20
hVSMC-0101,hVSMC-0152,36
hVSMC-0101,hVSMC-0148,36
hVSMC-0101,hVSMC-0146,24
hVSMC-0101,hVSMC-0145,36
hVSMC-0101,hVSMC-0141,22
hVSMC-0101,hVSMC-0137,36
hVSMC-0101,hVSMC-0133,32
hVSMC-0101,hVSMC-0131,34
hVSMC-0101,hVSMC-0123,22
hVSMC-0101,hVSMC-0121,24
hVSMC-0101,hVSMC-0111,34
hVSMC-0101,hVSMC-0110,24
hVSMC-0101,hVSMC-0107,34
hVSMC-0101,hVSMC-0103,22
hVSMC-0097,hVSMC-1995,14
hVSMC-0097,hVSMC-1303,29
hVSMC-0097,hVSMC-1100,18
hVSMC-0097,hVSMC-0970,33
hVSMC-0097,hVSMC-0946,29
hVSMC-0097,hVSMC-0773,25
hVSMC-0097,hVSMC-0725,27
hVSMC-0097,hVSMC-0668,14
hVSMC-0097,hVSMC-0400,36
hVSMC-0097,hVSMC-0383,18
hVSMC-0097,hVSMC-0372,6
hVSMC-0097,hVSMC-0328,6
hVSMC-0097,hVSMC-0327,10
hVSMC-0097,hVSMC-0312,6
hVSMC-0097,hVSMC-0296,24
hVSMC-0097,hVSMC-0272,40
hVSMC-0097,hVSMC-0249,8
hVSMC-0097,hVSMC-0242,10
hVSMC-0097,hVSMC-0238,8
hVSMC-0097,hVSMC-0204,4
hVSMC-0097,hVSMC-0203,24
hVSMC-0097,hVSMC-0202,10
hVSMC-0097,hVSMC-0201,38
hVSMC-0097,hVSMC-0199,36
hVSMC-0097,hVSMC-0191,18
hVSMC-0097,hVSMC-0182,4
hVSMC-0097,hVSMC-0176,4
hVSMC-0097,hVSMC-0163,12
hVSMC-0097,hVSMC-0160,32
hVSMC-0097,hVSMC-0156,4
hVSMC-0097,hVSMC-0152,40
hVSMC-0097,hVSMC-0148,36
hVSMC-0097,hVSMC-0146,8
hVSMC-0097,hVSMC-0145,36
hVSMC-0097,hVSMC-0141,4
hVSMC-0097,hVSMC-0137,38
hVSMC-0097,hVSMC-0133,36
hVSMC-0097,hVSMC-0131,40
hVSMC-0097,hVSMC-0123,6
hVSMC-0097,hVSMC-0121,8
hVSMC-0097,hVSMC-0111,40
hVSMC-0097,hVSMC-0110,8
hVSMC-0097,hVSMC-0107,38
hVSMC-0097,hVSMC-0103,8
hVSMC-0097,hVSMC-0101,18
hVSMC-0090,hVSMC-1995,14
hVSMC-0090,hVSMC-1303,27
hVSMC-0090,hVSMC-1100,18
hVSMC-0090,hVSMC-0970,33
hVSMC-0090,hVSMC-0946,31
hVSMC-0090,hVSMC-0773,27
hVSMC-0090,hVSMC-0725,29
hVSMC-0090,hVSMC-0668,12
hVSMC-0090,hVSMC-0400,36
hVSMC-0090,hVSMC-0383,20
hVSMC-0090,hVSMC-0372,10
hVSMC-0090,hVSMC-0328,10
hVSMC-0090,hVSMC-0327,12
hVSMC-0090,hVSMC-0312,4
hVSMC-0090,hVSMC-0296,26
hVSMC-0090,hVSMC-0272,42
hVSMC-0090,hVSMC-0249,8
hVSMC-0090,hVSMC-0242,12
hVSMC-0090,hVSMC-0238,6
hVSMC-0090,hVSMC-0204,4
hVSMC-0090,hVSMC-0203,24
hVSMC-0090,hVSMC-0202,12
hVSMC-0090,hVSMC-0201,40
hVSMC-0090,hVSMC-0199,38
hVSMC-0090,hVSMC-0191,20
hVSMC-0090,hVSMC-0182,4
hVSMC-0090,hVSMC-0176,8
hVSMC-0090,hVSMC-0163,10
hVSMC-0090,hVSMC-0160,34
hVSMC-0090,hVSMC-0156,4
hVSMC-0090,hVSMC-0152,42
hVSMC-0090,hVSMC-0148,36
hVSMC-0090,hVSMC-0146,6
hVSMC-0090,hVSMC-0145,36
hVSMC-0090,hVSMC-0141,8
hVSMC-0090,hVSMC-0137,40
hVSMC-0090,hVSMC-0133,36
hVSMC-0090,hVSMC-0131,42
hVSMC-0090,hVSMC-0123,2
hVSMC-0090,hVSMC-0121,6
hVSMC-0090,hVSMC-0111,42
hVSMC-0090,hVSMC-0110,6
hVSMC-0090,hVSMC-0107,40
hVSMC-0090,hVSMC-0103,10
hVSMC-0090,hVSMC-0101,22
hVSMC-0090,hVSMC-0097,4
hVSMC-0089,hVSMC-1995,16
hVSMC-0089,hVSMC-1303,29
hVSMC-0089,hVSMC-1100,16
hVSMC-0089,hVSMC-0970,33
hVSMC-0089,hVSMC-0946,31
hVSMC-0089,hVSMC-0773,23
hVSMC-0089,hVSMC-0725,27
hVSMC-0089,hVSMC-0668,8
hVSMC-0089,hVSMC-0400,36
hVSMC-0089,hVSMC-0383,20
hVSMC-0089,hVSMC-0372,12
hVSMC-0089,hVSMC-0328,12
hVSMC-0089,hVSMC-0327,8
hVSMC-0089,hVSMC-0312,4
hVSMC-0089,hVSMC-0296,24
hVSMC-0089,hVSMC-0272,40
hVSMC-0089,hVSMC-0249,6
hVSMC-0089,hVSMC-0242,8
hVSMC-0089,hVSMC-0238,0
hVSMC-0089,hVSMC-0204,10
hVSMC-0089,hVSMC-0203,26
hVSMC-0089,hVSMC-0202,14
hVSMC-0089,hVSMC-0201,40
hVSMC-0089,hVSMC-0199,36
hVSMC-0089,hVSMC-0191,20
hVSMC-0089,hVSMC-0182,10
hVSMC-0089,hVSMC-0176,10
hVSMC-0089,hVSMC-0163,8
hVSMC-0089,hVSMC-0160,34
hVSMC-0089,hVSMC-0156,10
hVSMC-0089,hVSMC-0152,42
hVSMC-0089,hVSMC-0148,36
hVSMC-0089,hVSMC-0146,0
hVSMC-0089,hVSMC-0145,36
hVSMC-0089,hVSMC-0141,10
hVSMC-0089,hVSMC-0137,40
hVSMC-0089,hVSMC-0133,38
hVSMC-0089,hVSMC-0131,40
hVSMC-0089,hVSMC-0123,6
hVSMC-0089,hVSMC-0121,0
hVSMC-0089,hVSMC-0111,40
hVSMC-0089,hVSMC-0110,0
hVSMC-0089,hVSMC-0107,38
hVSMC-0089,hVSMC-0103,10
hVSMC-0089,hVSMC-0101,24
hVSMC-0089,hVSMC-0097,8
hVSMC-0089,hVSMC-0090,6
hVSMC-0088,hVSMC-1995,37
hVSMC-0088,hVSMC-1303,24
hVSMC-0088,hVSMC-1100,39
hVSMC-0088,hVSMC-0970,44
hVSMC-0088,hVSMC-0946,44
hVSMC-0088,hVSMC-0773,34
hVSMC-0088,hVSMC-0725,28
hVSMC-0088,hVSMC-0668,37
hVSMC-0088,hVSMC-0400,15
hVSMC-0088,hVSMC-0383,37
hVSMC-0088,hVSMC-0372,39
hVSMC-0088,hVSMC-0328,37
hVSMC-0088,hVSMC-0327,41
hVSMC-0088,hVSMC-0312,41
hVSMC-0088,hVSMC-0296,27
hVSMC-0088,hVSMC-0272,7
hVSMC-0088,hVSMC-0249,41
hVSMC-0088,hVSMC-0242,41
hVSMC-0088,hVSMC-0238,41
hVSMC-0088,hVSMC-0204,39
hVSMC-0088,hVSMC-0203,27
hVSMC-0088,hVSMC-0202,35
hVSMC-0088,hVSMC-0201,5
hVSMC-0088,hVSMC-0199,9
hVSMC-0088,hVSMC-0191,39
hVSMC-0088,hVSMC-0182,39
hVSMC-0088,hVSMC-0176,35
hVSMC-0088,hVSMC-0163,37
hVSMC-0088,hVSMC-0160,13
hVSMC-0088,hVSMC-0156,39
hVSMC-0088,hVSMC-0152,1
hVSMC-0088,hVSMC-0148,15
hVSMC-0088,hVSMC-0146,41
hVSMC-0088,hVSMC-0145,15
hVSMC-0088,hVSMC-0141,35
hVSMC-0088,hVSMC-0137,5
hVSMC-0088,hVSMC-0133,7
hVSMC-0088,hVSMC-0131,7
hVSMC-0088,hVSMC-0123,41
hVSMC-0088,hVSMC-0121,41
hVSMC-0088,hVSMC-0111,7
hVSMC-0088,hVSMC-0110,41
hVSMC-0088,hVSMC-0107,13
hVSMC-0088,hVSMC-0103,37
hVSMC-0088,hVSMC-0101,37
hVSMC-0088,hVSMC-0097,39
hVSMC-0088,hVSMC-0090,41
hVSMC-0088,hVSMC-0089,41
hVSMC-0086,hVSMC-1995,38
hVSMC-0086,hVSMC-1303,33
hVSMC-0086,hVSMC-1100,40
hVSMC-0086,hVSMC-0970,47
hVSMC-0086,hVSMC-0946,49
hVSMC-0086,hVSMC-0773,35
hVSMC-0086,hVSMC-0725,35
hVSMC-0086,hVSMC-0668,38
hVSMC-0086,hVSMC-0400,8
hVSMC-0086,hVSMC-0383,38
hVSMC-0086,hVSMC-0372,40
hVSMC-0086,hVSMC-0328,38
hVSMC-0086,hVSMC-0327,44
hVSMC-0086,hVSMC-0312,42
hVSMC-0086,hVSMC-0296,26
hVSMC-0086,hVSMC-0272,20
hVSMC-0086,hVSMC-0249,42
hVSMC-0086,hVSMC-0242,44
hVSMC-0086,hVSMC-0238,42
hVSMC-0086,hVSMC-0204,40
hVSMC-0086,hVSMC-0203,34
hVSMC-0086,hVSMC-0202,38
hVSMC-0086,hVSMC-0201,16
hVSMC-0086,hVSMC-0199,20
hVSMC-0086,hVSMC-0191,36
hVSMC-0086,hVSMC-0182,40
hVSMC-0086,hVSMC-0176,36
hVSMC-0086,hVSMC-0163,38
hVSMC-0086,hVSMC-0160,8
hVSMC-0086,hVSMC-0156,40
hVSMC-0086,hVSMC-0152,14
hVSMC-0086,hVSMC-0148,8
hVSMC-0086,hVSMC-0146,42
hVSMC-0086,hVSMC-0145,8
hVSMC-0086,hVSMC-0141,36
hVSMC-0086,hVSMC-0137,14
hVSMC-0086,hVSMC-0133,20
hVSMC-0086,hVSMC-0131,20
hVSMC-0086,hVSMC-0123,44
hVSMC-0086,hVSMC-0121,42
hVSMC-0086,hVSMC-0111,20
hVSMC-0086,hVSMC-0110,42
hVSMC-0086,hVSMC-0107,8
hVSMC-0086,hVSMC-0103,34
hVSMC-0086,hVSMC-0101,38
hVSMC-0086,hVSMC-0097,40
hVSMC-0086,hVSMC-0090,42
hVSMC-0086,hVSMC-0089,42
hVSMC-0086,hVSMC-0088,13
hVSMC-0083,hVSMC-1995,30
hVSMC-0083,hVSMC-1303,25
hVSMC-0083,hVSMC-1100,30
hVSMC-0083,hVSMC-0970,43
hVSMC-0083,hVSMC-0946,43
hVSMC-0083,hVSMC-0773,35
hVSMC-0083,hVSMC-0725,23
hVSMC-0083,hVSMC-0668,34
hVSMC-0083,hVSMC-0400,6
hVSMC-0083,hVSMC-0383,36
hVSMC-0083,hVSMC-0372,32
hVSMC-0083,hVSMC-0328,32
hVSMC-0083,hVSMC-0327,34
hVSMC-0083,hVSMC-0312,34
hVSMC-0083,hVSMC-0296,24
hVSMC-0083,hVSMC-0272,22
hVSMC-0083,hVSMC-0249,34
hVSMC-0083,hVSMC-0242,34
hVSMC-0083,hVSMC-0238,34
hVSMC-0083,hVSMC-0204,34
hVSMC-0083,hVSMC-0203,26
hVSMC-0083,hVSMC-0202,28
hVSMC-0083,hVSMC-0201,18
hVSMC-0083,hVSMC-0199,16
hVSMC-0083,hVSMC-0191,36
hVSMC-0083,hVSMC-0182,34
hVSMC-0083,hVSMC-0176,34
hVSMC-0083,hVSMC-0163,34
hVSMC-0083,hVSMC-0160,14
hVSMC-0083,hVSMC-0156,34
hVSMC-0083,hVSMC-0152,18
hVSMC-0083,hVSMC-0148,6
hVSMC-0083,hVSMC-0146,34
hVSMC-0083,hVSMC-0145,6
hVSMC-0083,hVSMC-0141,34
hVSMC-0083,hVSMC-0137,14
hVSMC-0083,hVSMC-0133,18
hVSMC-0083,hVSMC-0131,22
hVSMC-0083,hVSMC-0123,34
hVSMC-0083,hVSMC-0121,34
hVSMC-0083,hVSMC-0111,22
hVSMC-0083,hVSMC-0110,34
hVSMC-0083,hVSMC-0107,16
hVSMC-0083,hVSMC-0103,36
hVSMC-0083,hVSMC-0101,36
hVSMC-0083,hVSMC-0097,34
hVSMC-0083,hVSMC-0090,34
hVSMC-0083,hVSMC-0089,34
hVSMC-0083,hVSMC-0088,17
hVSMC-0083,hVSMC-0086,12
hVSMC-0082,hVSMC-1995,14
hVSMC-0082,hVSMC-1303,29
hVSMC-0082,hVSMC-1100,20
hVSMC-0082,hVSMC-0970,33
hVSMC-0082,hVSMC-0946,29
hVSMC-0082,hVSMC-0773,25
hVSMC-0082,hVSMC-0725,25
hVSMC-0082,hVSMC-0668,12
hVSMC-0082,hVSMC-0400,34
hVSMC-0082,hVSMC-0383,18
hVSMC-0082,hVSMC-0372,8
hVSMC-0082,hVSMC-0328,10
hVSMC-0082,hVSMC-0327,10
hVSMC-0082,hVSMC-0312,8
hVSMC-0082,hVSMC-0296,24
hVSMC-0082,hVSMC-0272,40
hVSMC-0082,hVSMC-0249,10
hVSMC-0082,hVSMC-0242,10
hVSMC-0082,hVSMC-0238,10
hVSMC-0082,hVSMC-0204,0
hVSMC-0082,hVSMC-0203,20
hVSMC-0082,hVSMC-0202,10
hVSMC-0082,hVSMC-0201,38
hVSMC-0082,hVSMC-0199,36
hVSMC-0082,hVSMC-0191,20
hVSMC-0082,hVSMC-0182,0
hVSMC-0082,hVSMC-0176,4
hVSMC-0082,hVSMC-0163,12
hVSMC-0082,hVSMC-0160,32
hVSMC-0082,hVSMC-0156,0
hVSMC-0082,hVSMC-0152,40
hVSMC-0082,hVSMC-0148,34
hVSMC-0082,hVSMC-0146,10
hVSMC-0082,hVSMC-0145,34
hVSMC-0082,hVSMC-0141,4
hVSMC-0082,hVSMC-0137,38
hVSMC-0082,hVSMC-0133,34
hVSMC-0082,hVSMC-0131,40
hVSMC-0082,hVSMC-0123,6
hVSMC-0082,hVSMC-0121,10
hVSMC-0082,hVSMC-0111,40
hVSMC-0082,hVSMC-0110,10
hVSMC-0082,hVSMC-0107,38
hVSMC-0082,hVSMC-0103,8
hVSMC-0082,hVSMC-0101,20
hVSMC-0082,hVSMC-0097,4
hVSMC-0082,hVSMC-0090,4
hVSMC-0082,hVSMC-0089,10
hVSMC-0082,hVSMC-0088,39
hVSMC-0082,hVSMC-0086,40
hVSMC-0082,hVSMC-0083,34
hVSMC-0077,hVSMC-1995,14
hVSMC-0077,hVSMC-1303,29
hVSMC-0077,hVSMC-1100,18
hVSMC-0077,hVSMC-0970,33
hVSMC-0077,hVSMC-0946,31
hVSMC-0077,hVSMC-0773,25
hVSMC-0077,hVSMC-0725,29
hVSMC-0077,hVSMC-0668,12
hVSMC-0077,hVSMC-0400,38
hVSMC-0077,hVSMC-0383,20
hVSMC-0077,hVSMC-0372,10
hVSMC-0077,hVSMC-0328,10
hVSMC-0077,hVSMC-0327,12
hVSMC-0077,hVSMC-0312,4
hVSMC-0077,hVSMC-0296,26
hVSMC-0077,hVSMC-0272,40
hVSMC-0077,hVSMC-0249,6
hVSMC-0077,hVSMC-0242,12
hVSMC-0077,hVSMC-0238,6
hVSMC-0077,hVSMC-0204,6
hVSMC-0077,hVSMC-0203,26
hVSMC-0077,hVSMC-0202,12
hVSMC-0077,hVSMC-0201,40
hVSMC-0077,hVSMC-0199,38
hVSMC-0077,hVSMC-0191,20
hVSMC-0077,hVSMC-0182,6
hVSMC-0077,hVSMC-0176,8
hVSMC-0077,hVSMC-0163,10
hVSMC-0077,hVSMC-0160,34
hVSMC-0077,hVSMC-0156,6
hVSMC-0077,hVSMC-0152,42
hVSMC-0077,hVSMC-0148,38
hVSMC-0077,hVSMC-0146,6
hVSMC-0077,hVSMC-0145,38
hVSMC-0077,hVSMC-0141,8
hVSMC-0077,hVSMC-0137,40
hVSMC-0077,hVSMC-0133,36
hVSMC-0077,hVSMC-0131,40
hVSMC-0077,hVSMC-0123,2
hVSMC-0077,hVSMC-0121,6
hVSMC-0077,hVSMC-0111,40
hVSMC-0077,hVSMC-0110,6
hVSMC-0077,hVSMC-0107,38
hVSMC-0077,hVSMC-0103,10
hVSMC-0077,hVSMC-0101,22
hVSMC-0077,hVSMC-0097,4
hVSMC-0077,hVSMC-0090,2
hVSMC-0077,hVSMC-0089,6
hVSMC-0077,hVSMC-0088,41
hVSMC-0077,hVSMC-0086,42
hVSMC-0077,hVSMC-0083,34
hVSMC-0077,hVSMC-0082,6
hVSMC-0076,hVSMC-1995,34
hVSMC-0076,hVSMC-1303,25
hVSMC-0076,hVSMC-1100,34
hVSMC-0076,hVSMC-0970,43
hVSMC-0076,hVSMC-0946,43
hVSMC-0076,hVSMC-0773,35
hVSMC-0076,hVSMC-0725,23
hVSMC-0076,hVSMC-0668,32
hVSMC-0076,hVSMC-0400,4
hVSMC-0076,hVSMC-0383,36
hVSMC-0076,hVSMC-0372,30
hVSMC-0076,hVSMC-0328,30
hVSMC-0076,hVSMC-0327,34
hVSMC-0076,hVSMC-0312,32
hVSMC-0076,hVSMC-0296,20
hVSMC-0076,hVSMC-0272,20
hVSMC-0076,hVSMC-0249,34
hVSMC-0076,hVSMC-0242,34
hVSMC-0076,hVSMC-0238,32
hVSMC-0076,hVSMC-0204,34
hVSMC-0076,hVSMC-0203,24
hVSMC-0076,hVSMC-0202,30
hVSMC-0076,hVSMC-0201,18
hVSMC-0076,hVSMC-0199,16
hVSMC-0076,hVSMC-0191,34
hVSMC-0076,hVSMC-0182,34
hVSMC-0076,hVSMC-0176,34
hVSMC-0076,hVSMC-0163,34
hVSMC-0076,hVSMC-0160,10
hVSMC-0076,hVSMC-0156,34
hVSMC-0076,hVSMC-0152,18
hVSMC-0076,hVSMC-0148,4
hVSMC-0076,hVSMC-0146,32
hVSMC-0076,hVSMC-0145,4
hVSMC-0076,hVSMC-0141,34
hVSMC-0076,hVSMC-0137,18
hVSMC-0076,hVSMC-0133,18
hVSMC-0076,hVSMC-0131,20
hVSMC-0076,hVSMC-0123,34
hVSMC-0076,hVSMC-0121,32
hVSMC-0076,hVSMC-0111,20
hVSMC-0076,hVSMC-0110,32
hVSMC-0076,hVSMC-0107,12
hVSMC-0076,hVSMC-0103,34
hVSMC-0076,hVSMC-0101,36
hVSMC-0076,hVSMC-0097,32
hVSMC-0076,hVSMC-0090,34
hVSMC-0076,hVSMC-0089,32
hVSMC-0076,hVSMC-0088,17
hVSMC-0076,hVSMC-0086,12
hVSMC-0076,hVSMC-0083,4
hVSMC-0076,hVSMC-0082,34
hVSMC-0076,hVSMC-0077,34
hVSMC-0074,hVSMC-1995,37
hVSMC-0074,hVSMC-1303,24
hVSMC-0074,hVSMC-1100,37
hVSMC-0074,hVSMC-0970,46
hVSMC-0074,hVSMC-0946,46
hVSMC-0074,hVSMC-0773,36
hVSMC-0074,hVSMC-0725,26
hVSMC-0074,hVSMC-0668,35
hVSMC-0074,hVSMC-0400,7
hVSMC-0074,hVSMC-0383,33
hVSMC-0074,hVSMC-0372,35
hVSMC-0074,hVSMC-0328,35
hVSMC-0074,hVSMC-0327,39
hVSMC-0074,hVSMC-0312,37
hVSMC-0074,hVSMC-0296,19
hVSMC-0074,hVSMC-0272,13
hVSMC-0074,hVSMC-0249,39
hVSMC-0074,hVSMC-0242,39
hVSMC-0074,hVSMC-0238,37
hVSMC-0074,hVSMC-0204,35
hVSMC-0074,hVSMC-0203,21
hVSMC-0074,hVSMC-0202,33
hVSMC-0074,hVSMC-0201,11
hVSMC-0074,hVSMC-0199,7
hVSMC-0074,hVSMC-0191,33
hVSMC-0074,hVSMC-0182,35
hVSMC-0074,hVSMC-0176,35
hVSMC-0074,hVSMC-0163,35
hVSMC-0074,hVSMC-0160,15
hVSMC-0074,hVSMC-0156,35
hVSMC-0074,hVSMC-0152,9
hVSMC-0074,hVSMC-0148,7
hVSMC-0074,hVSMC-0146,37
hVSMC-0074,hVSMC-0145,7
hVSMC-0074,hVSMC-0141,35
hVSMC-0074,hVSMC-0137,7
hVSMC-0074,hVSMC-0133,9
hVSMC-0074,hVSMC-0131,13
hVSMC-0074,hVSMC-0123,39
hVSMC-0074,hVSMC-0121,37
hVSMC-0074,hVSMC-0111,13
hVSMC-0074,hVSMC-0110,37
hVSMC-0074,hVSMC-0107,17
hVSMC-0074,hVSMC-0103,33
hVSMC-0074,hVSMC-0101,35
hVSMC-0074,hVSMC-0097,37
hVSMC-0074,hVSMC-0090,37
hVSMC-0074,hVSMC-0089,37
hVSMC-0074,hVSMC-0088,8
hVSMC-0074,hVSMC-0086,15
hVSMC-0074,hVSMC-0083,13
hVSMC-0074,hVSMC-0082,35
hVSMC-0074,hVSMC-0077,39
hVSMC-0074,hVSMC-0076,11
hVSMC-0073,hVSMC-1995,8
hVSMC-0073,hVSMC-1303,31
hVSMC-0073,hVSMC-1100,12
hVSMC-0073,hVSMC-0970,33
hVSMC-0073,hVSMC-0946,31
hVSMC-0073,hVSMC-0773,29
hVSMC-0073,hVSMC-0725,29
hVSMC-0073,hVSMC-0668,10
hVSMC-0073,hVSMC-0400,32
hVSMC-0073,hVSMC-0383,20
hVSMC-0073,hVSMC-0372,4
hVSMC-0073,hVSMC-0328,4
hVSMC-0073,hVSMC-0327,14
hVSMC-0073,hVSMC-0312,14
hVSMC-0073,hVSMC-0296,28
hVSMC-0073,hVSMC-0272,38
hVSMC-0073,hVSMC-0249,14
hVSMC-0073,hVSMC-0242,14
hVSMC-0073,hVSMC-0238,14
hVSMC-0073,hVSMC-0204,10
hVSMC-0073,hVSMC-0203,26
hVSMC-0073,hVSMC-0202,0
hVSMC-0073,hVSMC-0201,36
hVSMC-0073,hVSMC-0199,34
hVSMC-0073,hVSMC-0191,22
hVSMC-0073,hVSMC-0182,10
hVSMC-0073,hVSMC-0176,14
hVSMC-0073,hVSMC-0163,10
hVSMC-0073,hVSMC-0160,34
hVSMC-0073,hVSMC-0156,10
hVSMC-0073,hVSMC-0152,36
hVSMC-0073,hVSMC-0148,32
hVSMC-0073,hVSMC-0146,14
hVSMC-0073,hVSMC-0145,32
hVSMC-0073,hVSMC-0141,14
hVSMC-0073,hVSMC-0137,36
hVSMC-0073,hVSMC-0133,34
hVSMC-0073,hVSMC-0131,38
hVSMC-0073,hVSMC-0123,12
hVSMC-0073,hVSMC-0121,14
hVSMC-0073,hVSMC-0111,38
hVSMC-0073,hVSMC-0110,14
hVSMC-0073,hVSMC-0107,38
hVSMC-0073,hVSMC-0103,16
hVSMC-0073,hVSMC-0101,24
hVSMC-0073,hVSMC-0097,10
hVSMC-0073,hVSMC-0090,12
hVSMC-0073,hVSMC-0089,14
hVSMC-0073,hVSMC-0088,35
hVSMC-0073,hVSMC-0086,38
hVSMC-0073,hVSMC-0083,28
hVSMC-0073,hVSMC-0082,10
hVSMC-0073,hVSMC-0077,12
hVSMC-0073,hVSMC-0076,30
hVSMC-0073,hVSMC-0074,33
hVSMC-0072,hVSMC-1995,36
hVSMC-0072,hVSMC-1303,29
hVSMC-0072,hVSMC-1100,36
hVSMC-0072,hVSMC-0970,45
hVSMC-0072,hVSMC-0946,45
hVSMC-0072,hVSMC-0773,35
hVSMC-0072,hVSMC-0725,27
hVSMC-0072,hVSMC-0668,34
hVSMC-0072,hVSMC-0400,4
hVSMC-0072,hVSMC-0383,34
hVSMC-0072,hVSMC-0372,34
hVSMC-0072,hVSMC-0328,32
hVSMC-0072,hVSMC-0327,38
hVSMC-0072,hVSMC-0312,36
hVSMC-0072,hVSMC-0296,24
hVSMC-0072,hVSMC-0272,24
hVSMC-0072,hVSMC-0249,38
hVSMC-0072,hVSMC-0242,38
hVSMC-0072,hVSMC-0238,36
hVSMC-0072,hVSMC-0204,36
hVSMC-0072,hVSMC-0203,28
hVSMC-0072,hVSMC-0202,32
hVSMC-0072,hVSMC-0201,20
hVSMC-0072,hVSMC-0199,16
hVSMC-0072,hVSMC-0191,34
hVSMC-0072,hVSMC-0182,36
hVSMC-0072,hVSMC-0176,34
hVSMC-0072,hVSMC-0163,34
hVSMC-0072,hVSMC-0160,12
hVSMC-0072,hVSMC-0156,36
hVSMC-0072,hVSMC-0152,20
hVSMC-0072,hVSMC-0148,4
hVSMC-0072,hVSMC-0146,36
hVSMC-0072,hVSMC-0145,4
hVSMC-0072,hVSMC-0141,34
hVSMC-0072,hVSMC-0137,16
hVSMC-0072,hVSMC-0133,20
hVSMC-0072,hVSMC-0131,24
hVSMC-0072,hVSMC-0123,38
hVSMC-0072,hVSMC-0121,36
hVSMC-0072,hVSMC-0111,24
