"editDistance","interaction","name","selected","shared interaction","shared name","treeDistance"
"3","edit distance","hVSMC-0139 to hVSMC-0332","false","edit distance","hVSMC-0139 to hVSMC-0332","24"
"7","edit distance","hVSMC-0139 to hVSMC-0328","false","edit distance","hVSMC-0139 to hVSMC-0328","10"
"7","edit distance","hVSMC-0139 to hVSMC-0327","false","edit distance","hVSMC-0139 to hVSMC-0327","10"
"6","edit distance","hVSMC-0139 to hVSMC-0317","false","edit distance","hVSMC-0139 to hVSMC-0317","10"
"7","edit distance","hVSMC-0139 to hVSMC-0312","false","edit distance","hVSMC-0139 to hVSMC-0312","10"
"3","edit distance","hVSMC-0139 to hVSMC-0296","false","edit distance","hVSMC-0139 to hVSMC-0296","22"
"8","edit distance","hVSMC-0139 to hVSMC-0295","false","edit distance","hVSMC-0139 to hVSMC-0295","12"
"3","edit distance","hVSMC-0139 to hVSMC-0294","false","edit distance","hVSMC-0139 to hVSMC-0294","10"
"7","edit distance","hVSMC-0139 to hVSMC-0292","false","edit distance","hVSMC-0139 to hVSMC-0292","12"
"2","edit distance","hVSMC-0139 to hVSMC-0282","false","edit distance","hVSMC-0139 to hVSMC-0282","8"
"3","edit distance","hVSMC-0139 to hVSMC-0275","false","edit distance","hVSMC-0139 to hVSMC-0275","4"
"7","edit distance","hVSMC-0139 to hVSMC-0272","false","edit distance","hVSMC-0139 to hVSMC-0272","38"
"6","edit distance","hVSMC-0139 to hVSMC-0270","false","edit distance","hVSMC-0139 to hVSMC-0270","10"
"7","edit distance","hVSMC-0139 to hVSMC-0264","false","edit distance","hVSMC-0139 to hVSMC-0264","13"
"2","edit distance","hVSMC-0139 to hVSMC-0260","false","edit distance","hVSMC-0139 to hVSMC-0260","4"
"6","edit distance","hVSMC-0139 to hVSMC-0252","false","edit distance","hVSMC-0139 to hVSMC-0252","18"
"8","edit distance","hVSMC-0139 to hVSMC-0251","false","edit distance","hVSMC-0139 to hVSMC-0251","30"
"3","edit distance","hVSMC-0139 to hVSMC-0250","false","edit distance","hVSMC-0139 to hVSMC-0250","12"
"8","edit distance","hVSMC-0139 to hVSMC-0249","false","edit distance","hVSMC-0139 to hVSMC-0249","12"
"7","edit distance","hVSMC-0139 to hVSMC-0242","false","edit distance","hVSMC-0139 to hVSMC-0242","10"
"8","edit distance","hVSMC-0139 to hVSMC-0236","false","edit distance","hVSMC-0139 to hVSMC-0236","10"
"2","edit distance","hVSMC-0139 to hVSMC-0228","false","edit distance","hVSMC-0139 to hVSMC-0228","4"
"8","edit distance","hVSMC-0139 to hVSMC-0215","false","edit distance","hVSMC-0139 to hVSMC-0215","8"
"1","edit distance","hVSMC-0139 to hVSMC-0213","false","edit distance","hVSMC-0139 to hVSMC-0213","1"
"2","edit distance","hVSMC-0139 to hVSMC-0209","false","edit distance","hVSMC-0139 to hVSMC-0209","0"
"6","edit distance","hVSMC-0139 to hVSMC-0207","false","edit distance","hVSMC-0139 to hVSMC-0207","35"
"2","edit distance","hVSMC-0139 to hVSMC-0204","false","edit distance","hVSMC-0139 to hVSMC-0204","4"
"4","edit distance","hVSMC-0139 to hVSMC-0203","false","edit distance","hVSMC-0139 to hVSMC-0203","24"
"6","edit distance","hVSMC-0139 to hVSMC-0202","false","edit distance","hVSMC-0139 to hVSMC-0202","14"
"8","edit distance","hVSMC-0139 to hVSMC-0201","false","edit distance","hVSMC-0139 to hVSMC-0201","34"
"1","edit distance","hVSMC-0139 to hVSMC-0196","false","edit distance","hVSMC-0139 to hVSMC-0196","0"
"8","edit distance","hVSMC-0139 to hVSMC-0191","false","edit distance","hVSMC-0139 to hVSMC-0191","22"
"2","edit distance","hVSMC-0139 to hVSMC-0182","false","edit distance","hVSMC-0139 to hVSMC-0182","4"
"8","edit distance","hVSMC-0139 to hVSMC-0178","false","edit distance","hVSMC-0139 to hVSMC-0178","12"
"2","edit distance","hVSMC-0139 to hVSMC-0176","false","edit distance","hVSMC-0139 to hVSMC-0176","0"
"2","edit distance","hVSMC-0139 to hVSMC-0172","false","edit distance","hVSMC-0139 to hVSMC-0172","0"
"2","edit distance","hVSMC-0139 to hVSMC-0163","false","edit distance","hVSMC-0139 to hVSMC-0163","16"
"2","edit distance","hVSMC-0139 to hVSMC-0156","false","edit distance","hVSMC-0139 to hVSMC-0156","4"
"8","edit distance","hVSMC-0139 to hVSMC-0153","false","edit distance","hVSMC-0139 to hVSMC-0153","10"
"2","edit distance","hVSMC-0139 to hVSMC-0149","false","edit distance","hVSMC-0139 to hVSMC-0149","26"
"2","edit distance","hVSMC-0139 to hVSMC-0148","false","edit distance","hVSMC-0139 to hVSMC-0148","34"
"9","edit distance","hVSMC-0139 to hVSMC-0142","false","edit distance","hVSMC-0139 to hVSMC-0142","12"
"1","edit distance","hVSMC-0139 to hVSMC-0141","false","edit distance","hVSMC-0139 to hVSMC-0141","0"
"7","edit distance","hVSMC-0137 to hVSMC-0400","false","edit distance","hVSMC-0137 to hVSMC-0400","14"
"7","edit distance","hVSMC-0137 to hVSMC-0372","false","edit distance","hVSMC-0137 to hVSMC-0372","38"
"2","edit distance","hVSMC-0137 to hVSMC-0340","false","edit distance","hVSMC-0137 to hVSMC-0340","36"
"7","edit distance","hVSMC-0137 to hVSMC-0332","false","edit distance","hVSMC-0137 to hVSMC-0332","28"
"3","edit distance","hVSMC-0137 to hVSMC-0328","false","edit distance","hVSMC-0137 to hVSMC-0328","36"
"1","edit distance","hVSMC-0137 to hVSMC-0327","false","edit distance","hVSMC-0137 to hVSMC-0327","42"
"3","edit distance","hVSMC-0137 to hVSMC-0317","false","edit distance","hVSMC-0137 to hVSMC-0317","42"
"3","edit distance","hVSMC-0137 to hVSMC-0312","false","edit distance","hVSMC-0137 to hVSMC-0312","40"
"8","edit distance","hVSMC-0137 to hVSMC-0296","false","edit distance","hVSMC-0137 to hVSMC-0296","22"
"2","edit distance","hVSMC-0137 to hVSMC-0295","false","edit distance","hVSMC-0137 to hVSMC-0295","36"
"8","edit distance","hVSMC-0137 to hVSMC-0294","false","edit distance","hVSMC-0137 to hVSMC-0294","38"
"3","edit distance","hVSMC-0137 to hVSMC-0292","false","edit distance","hVSMC-0137 to hVSMC-0292","42"
"7","edit distance","hVSMC-0137 to hVSMC-0282","false","edit distance","hVSMC-0137 to hVSMC-0282","42"
"9","edit distance","hVSMC-0137 to hVSMC-0275","false","edit distance","hVSMC-0137 to hVSMC-0275","36"
"3","edit distance","hVSMC-0137 to hVSMC-0272","false","edit distance","hVSMC-0137 to hVSMC-0272","10"
"3","edit distance","hVSMC-0137 to hVSMC-0270","false","edit distance","hVSMC-0137 to hVSMC-0270","40"
"3","edit distance","hVSMC-0137 to hVSMC-0264","false","edit distance","hVSMC-0137 to hVSMC-0264","41"
"8","edit distance","hVSMC-0137 to hVSMC-0260","false","edit distance","hVSMC-0137 to hVSMC-0260","36"
"2","edit distance","hVSMC-0137 to hVSMC-0252","false","edit distance","hVSMC-0137 to hVSMC-0252","34"
"2","edit distance","hVSMC-0137 to hVSMC-0251","false","edit distance","hVSMC-0137 to hVSMC-0251","14"
"9","edit distance","hVSMC-0137 to hVSMC-0250","false","edit distance","hVSMC-0137 to hVSMC-0250","42"
"4","edit distance","hVSMC-0137 to hVSMC-0249","false","edit distance","hVSMC-0137 to hVSMC-0249","42"
"3","edit distance","hVSMC-0137 to hVSMC-0242","false","edit distance","hVSMC-0137 to hVSMC-0242","42"
"2","edit distance","hVSMC-0137 to hVSMC-0236","false","edit distance","hVSMC-0137 to hVSMC-0236","40"
"8","edit distance","hVSMC-0137 to hVSMC-0228","false","edit distance","hVSMC-0137 to hVSMC-0228","36"
"2","edit distance","hVSMC-0137 to hVSMC-0215","false","edit distance","hVSMC-0137 to hVSMC-0215","38"
"8","edit distance","hVSMC-0137 to hVSMC-0213","false","edit distance","hVSMC-0137 to hVSMC-0213","33"
"7","edit distance","hVSMC-0137 to hVSMC-0209","false","edit distance","hVSMC-0137 to hVSMC-0209","34"
"3","edit distance","hVSMC-0137 to hVSMC-0207","false","edit distance","hVSMC-0137 to hVSMC-0207","5"
"8","edit distance","hVSMC-0137 to hVSMC-0204","false","edit distance","hVSMC-0137 to hVSMC-0204","38"
"5","edit distance","hVSMC-0137 to hVSMC-0203","false","edit distance","hVSMC-0137 to hVSMC-0203","24"
"3","edit distance","hVSMC-0137 to hVSMC-0202","false","edit distance","hVSMC-0137 to hVSMC-0202","36"
"2","edit distance","hVSMC-0137 to hVSMC-0201","false","edit distance","hVSMC-0137 to hVSMC-0201","8"
"8","edit distance","hVSMC-0137 to hVSMC-0196","false","edit distance","hVSMC-0137 to hVSMC-0196","34"
"3","edit distance","hVSMC-0137 to hVSMC-0191","false","edit distance","hVSMC-0137 to hVSMC-0191","36"
"6","edit distance","hVSMC-0137 to hVSMC-0182","false","edit distance","hVSMC-0137 to hVSMC-0182","38"
"2","edit distance","hVSMC-0137 to hVSMC-0178","false","edit distance","hVSMC-0137 to hVSMC-0178","42"
"8","edit distance","hVSMC-0137 to hVSMC-0176","false","edit distance","hVSMC-0137 to hVSMC-0176","34"
"8","edit distance","hVSMC-0137 to hVSMC-0172","false","edit distance","hVSMC-0137 to hVSMC-0172","34"
"7","edit distance","hVSMC-0137 to hVSMC-0163","false","edit distance","hVSMC-0137 to hVSMC-0163","38"
"8","edit distance","hVSMC-0137 to hVSMC-0156","false","edit distance","hVSMC-0137 to hVSMC-0156","38"
"7","edit distance","hVSMC-0137 to hVSMC-0153","false","edit distance","hVSMC-0137 to hVSMC-0153","38"
"8","edit distance","hVSMC-0137 to hVSMC-0149","false","edit distance","hVSMC-0137 to hVSMC-0149","32"
"6","edit distance","hVSMC-0137 to hVSMC-0148","false","edit distance","hVSMC-0137 to hVSMC-0148","14"
"7","edit distance","hVSMC-0137 to hVSMC-0142","false","edit distance","hVSMC-0137 to hVSMC-0142","42"
"8","edit distance","hVSMC-0137 to hVSMC-0141","false","edit distance","hVSMC-0137 to hVSMC-0141","34"
"8","edit distance","hVSMC-0137 to hVSMC-0139","false","edit distance","hVSMC-0137 to hVSMC-0139","34"
"7","edit distance","hVSMC-0130 to hVSMC-0400","false","edit distance","hVSMC-0130 to hVSMC-0400","13"
"6","edit distance","hVSMC-0130 to hVSMC-0372","false","edit distance","hVSMC-0130 to hVSMC-0372","37"
"2","edit distance","hVSMC-0130 to hVSMC-0340","false","edit distance","hVSMC-0130 to hVSMC-0340","39"
"6","edit distance","hVSMC-0130 to hVSMC-0332","false","edit distance","hVSMC-0130 to hVSMC-0332","31"
"3","edit distance","hVSMC-0130 to hVSMC-0328","false","edit distance","hVSMC-0130 to hVSMC-0328","35"
"3","edit distance","hVSMC-0130 to hVSMC-0327","false","edit distance","hVSMC-0130 to hVSMC-0327","39"
"3","edit distance","hVSMC-0130 to hVSMC-0317","false","edit distance","hVSMC-0130 to hVSMC-0317","39"
"3","edit distance","hVSMC-0130 to hVSMC-0312","false","edit distance","hVSMC-0130 to hVSMC-0312","39"
"6","edit distance","hVSMC-0130 to hVSMC-0296","false","edit distance","hVSMC-0130 to hVSMC-0296","23"
"2","edit distance","hVSMC-0130 to hVSMC-0295","false","edit distance","hVSMC-0130 to hVSMC-0295","39"
"6","edit distance","hVSMC-0130 to hVSMC-0294","false","edit distance","hVSMC-0130 to hVSMC-0294","37"
"3","edit distance","hVSMC-0130 to hVSMC-0292","false","edit distance","hVSMC-0130 to hVSMC-0292","41"
"6","edit distance","hVSMC-0130 to hVSMC-0282","false","edit distance","hVSMC-0130 to hVSMC-0282","39"
"7","edit distance","hVSMC-0130 to hVSMC-0275","false","edit distance","hVSMC-0130 to hVSMC-0275","39"
"3","edit distance","hVSMC-0130 to hVSMC-0272","false","edit distance","hVSMC-0130 to hVSMC-0272","9"
"3","edit distance","hVSMC-0130 to hVSMC-0270","false","edit distance","hVSMC-0130 to hVSMC-0270","39"
"3","edit distance","hVSMC-0130 to hVSMC-0264","false","edit distance","hVSMC-0130 to hVSMC-0264","40"
"6","edit distance","hVSMC-0130 to hVSMC-0260","false","edit distance","hVSMC-0130 to hVSMC-0260","39"
"1","edit distance","hVSMC-0130 to hVSMC-0252","false","edit distance","hVSMC-0130 to hVSMC-0252","37"
"2","edit distance","hVSMC-0130 to hVSMC-0251","false","edit distance","hVSMC-0130 to hVSMC-0251","11"
"7","edit distance","hVSMC-0130 to hVSMC-0250","false","edit distance","hVSMC-0130 to hVSMC-0250","41"
"4","edit distance","hVSMC-0130 to hVSMC-0249","false","edit distance","hVSMC-0130 to hVSMC-0249","39"
"3","edit distance","hVSMC-0130 to hVSMC-0242","false","edit distance","hVSMC-0130 to hVSMC-0242","39"
"2","edit distance","hVSMC-0130 to hVSMC-0236","false","edit distance","hVSMC-0130 to hVSMC-0236","39"
"6","edit distance","hVSMC-0130 to hVSMC-0228","false","edit distance","hVSMC-0130 to hVSMC-0228","39"
"2","edit distance","hVSMC-0130 to hVSMC-0215","false","edit distance","hVSMC-0130 to hVSMC-0215","39"
"6","edit distance","hVSMC-0130 to hVSMC-0213","false","edit distance","hVSMC-0130 to hVSMC-0213","38"
"6","edit distance","hVSMC-0130 to hVSMC-0209","false","edit distance","hVSMC-0130 to hVSMC-0209","37"
"3","edit distance","hVSMC-0130 to hVSMC-0207","false","edit distance","hVSMC-0130 to hVSMC-0207","8"
"6","edit distance","hVSMC-0130 to hVSMC-0204","false","edit distance","hVSMC-0130 to hVSMC-0204","39"
"5","edit distance","hVSMC-0130 to hVSMC-0203","false","edit distance","hVSMC-0130 to hVSMC-0203","23"
"3","edit distance","hVSMC-0130 to hVSMC-0202","false","edit distance","hVSMC-0130 to hVSMC-0202","33"
"2","edit distance","hVSMC-0130 to hVSMC-0201","false","edit distance","hVSMC-0130 to hVSMC-0201","7"
"6","edit distance","hVSMC-0130 to hVSMC-0196","false","edit distance","hVSMC-0130 to hVSMC-0196","37"
"3","edit distance","hVSMC-0130 to hVSMC-0191","false","edit distance","hVSMC-0130 to hVSMC-0191","35"
"5","edit distance","hVSMC-0130 to hVSMC-0182","false","edit distance","hVSMC-0130 to hVSMC-0182","39"
"2","edit distance","hVSMC-0130 to hVSMC-0178","false","edit distance","hVSMC-0130 to hVSMC-0178","41"
"6","edit distance","hVSMC-0130 to hVSMC-0176","false","edit distance","hVSMC-0130 to hVSMC-0176","37"
"6","edit distance","hVSMC-0130 to hVSMC-0172","false","edit distance","hVSMC-0130 to hVSMC-0172","37"
"6","edit distance","hVSMC-0130 to hVSMC-0163","false","edit distance","hVSMC-0130 to hVSMC-0163","37"
"6","edit distance","hVSMC-0130 to hVSMC-0156","false","edit distance","hVSMC-0130 to hVSMC-0156","39"
"7","edit distance","hVSMC-0130 to hVSMC-0153","false","edit distance","hVSMC-0130 to hVSMC-0153","39"
"6","edit distance","hVSMC-0130 to hVSMC-0149","false","edit distance","hVSMC-0130 to hVSMC-0149","33"
"4","edit distance","hVSMC-0130 to hVSMC-0148","false","edit distance","hVSMC-0130 to hVSMC-0148","13"
"7","edit distance","hVSMC-0130 to hVSMC-0142","false","edit distance","hVSMC-0130 to hVSMC-0142","39"
"6","edit distance","hVSMC-0130 to hVSMC-0141","false","edit distance","hVSMC-0130 to hVSMC-0141","37"
"6","edit distance","hVSMC-0130 to hVSMC-0139","false","edit distance","hVSMC-0130 to hVSMC-0139","37"
"2","edit distance","hVSMC-0130 to hVSMC-0137","false","edit distance","hVSMC-0130 to hVSMC-0137","11"
"9","edit distance","hVSMC-0120 to hVSMC-0400","false","edit distance","hVSMC-0120 to hVSMC-0400","38"
"8","edit distance","hVSMC-0120 to hVSMC-0372","false","edit distance","hVSMC-0120 to hVSMC-0372","14"
"7","edit distance","hVSMC-0120 to hVSMC-0340","false","edit distance","hVSMC-0120 to hVSMC-0340","4"
"8","edit distance","hVSMC-0120 to hVSMC-0332","false","edit distance","hVSMC-0120 to hVSMC-0332","30"
"8","edit distance","hVSMC-0120 to hVSMC-0328","false","edit distance","hVSMC-0120 to hVSMC-0328","16"
"8","edit distance","hVSMC-0120 to hVSMC-0327","false","edit distance","hVSMC-0120 to hVSMC-0327","12"
"8","edit distance","hVSMC-0120 to hVSMC-0317","false","edit distance","hVSMC-0120 to hVSMC-0317","10"
"8","edit distance","hVSMC-0120 to hVSMC-0312","false","edit distance","hVSMC-0120 to hVSMC-0312","8"
"8","edit distance","hVSMC-0120 to hVSMC-0296","false","edit distance","hVSMC-0120 to hVSMC-0296","26"
"7","edit distance","hVSMC-0120 to hVSMC-0295","false","edit distance","hVSMC-0120 to hVSMC-0295","4"
"9","edit distance","hVSMC-0120 to hVSMC-0294","false","edit distance","hVSMC-0120 to hVSMC-0294","14"
"8","edit distance","hVSMC-0120 to hVSMC-0292","false","edit distance","hVSMC-0120 to hVSMC-0292","12"
"7","edit distance","hVSMC-0120 to hVSMC-0282","false","edit distance","hVSMC-0120 to hVSMC-0282","10"
"10","edit distance","hVSMC-0120 to hVSMC-0275","false","edit distance","hVSMC-0120 to hVSMC-0275","12"
"8","edit distance","hVSMC-0120 to hVSMC-0272","false","edit distance","hVSMC-0120 to hVSMC-0272","36"
"8","edit distance","hVSMC-0120 to hVSMC-0270","false","edit distance","hVSMC-0120 to hVSMC-0270","12"
"8","edit distance","hVSMC-0120 to hVSMC-0264","false","edit distance","hVSMC-0120 to hVSMC-0264","15"
"9","edit distance","hVSMC-0120 to hVSMC-0260","false","edit distance","hVSMC-0120 to hVSMC-0260","12"
"7","edit distance","hVSMC-0120 to hVSMC-0252","false","edit distance","hVSMC-0120 to hVSMC-0252","18"
"7","edit distance","hVSMC-0120 to hVSMC-0251","false","edit distance","hVSMC-0120 to hVSMC-0251","34"
"10","edit distance","hVSMC-0120 to hVSMC-0250","false","edit distance","hVSMC-0120 to hVSMC-0250","14"
"8","edit distance","hVSMC-0120 to hVSMC-0249","false","edit distance","hVSMC-0120 to hVSMC-0249","8"
"8","edit distance","hVSMC-0120 to hVSMC-0242","false","edit distance","hVSMC-0120 to hVSMC-0242","12"
"7","edit distance","hVSMC-0120 to hVSMC-0236","false","edit distance","hVSMC-0120 to hVSMC-0236","12"
"9","edit distance","hVSMC-0120 to hVSMC-0228","false","edit distance","hVSMC-0120 to hVSMC-0228","12"
"6","edit distance","hVSMC-0120 to hVSMC-0215","false","edit distance","hVSMC-0120 to hVSMC-0215","6"
"9","edit distance","hVSMC-0120 to hVSMC-0213","false","edit distance","hVSMC-0120 to hVSMC-0213","9"
"9","edit distance","hVSMC-0120 to hVSMC-0209","false","edit distance","hVSMC-0120 to hVSMC-0209","10"
"8","edit distance","hVSMC-0120 to hVSMC-0207","false","edit distance","hVSMC-0120 to hVSMC-0207","37"
"7","edit distance","hVSMC-0120 to hVSMC-0204","false","edit distance","hVSMC-0120 to hVSMC-0204","10"
"7","edit distance","hVSMC-0120 to hVSMC-0203","false","edit distance","hVSMC-0120 to hVSMC-0203","24"
"8","edit distance","hVSMC-0120 to hVSMC-0202","false","edit distance","hVSMC-0120 to hVSMC-0202","16"
"7","edit distance","hVSMC-0120 to hVSMC-0201","false","edit distance","hVSMC-0120 to hVSMC-0201","36"
"9","edit distance","hVSMC-0120 to hVSMC-0196","false","edit distance","hVSMC-0120 to hVSMC-0196","10"
"8","edit distance","hVSMC-0120 to hVSMC-0191","false","edit distance","hVSMC-0120 to hVSMC-0191","22"
"8","edit distance","hVSMC-0120 to hVSMC-0182","false","edit distance","hVSMC-0120 to hVSMC-0182","10"
"7","edit distance","hVSMC-0120 to hVSMC-0178","false","edit distance","hVSMC-0120 to hVSMC-0178","12"
"9","edit distance","hVSMC-0120 to hVSMC-0176","false","edit distance","hVSMC-0120 to hVSMC-0176","10"
"7","edit distance","hVSMC-0120 to hVSMC-0172","false","edit distance","hVSMC-0120 to hVSMC-0172","10"
"7","edit distance","hVSMC-0120 to hVSMC-0163","false","edit distance","hVSMC-0120 to hVSMC-0163","16"
"8","edit distance","hVSMC-0120 to hVSMC-0156","false","edit distance","hVSMC-0120 to hVSMC-0156","10"
"2","edit distance","hVSMC-0120 to hVSMC-0153","false","edit distance","hVSMC-0120 to hVSMC-0153","0"
"7","edit distance","hVSMC-0120 to hVSMC-0149","false","edit distance","hVSMC-0120 to hVSMC-0149","30"
"7","edit distance","hVSMC-0120 to hVSMC-0148","false","edit distance","hVSMC-0120 to hVSMC-0148","38"
"2","edit distance","hVSMC-0120 to hVSMC-0142","false","edit distance","hVSMC-0120 to hVSMC-0142","12"
"9","edit distance","hVSMC-0120 to hVSMC-0141","false","edit distance","hVSMC-0120 to hVSMC-0141","10"
"9","edit distance","hVSMC-0120 to hVSMC-0139","false","edit distance","hVSMC-0120 to hVSMC-0139","10"
"7","edit distance","hVSMC-0120 to hVSMC-0137","false","edit distance","hVSMC-0120 to hVSMC-0137","38"
"7","edit distance","hVSMC-0120 to hVSMC-0130","false","edit distance","hVSMC-0120 to hVSMC-0130","39"
"9","edit distance","hVSMC-0117 to hVSMC-0400","false","edit distance","hVSMC-0117 to hVSMC-0400","38"
"9","edit distance","hVSMC-0117 to hVSMC-0372","false","edit distance","hVSMC-0117 to hVSMC-0372","20"
"8","edit distance","hVSMC-0117 to hVSMC-0340","false","edit distance","hVSMC-0117 to hVSMC-0340","12"
"9","edit distance","hVSMC-0117 to hVSMC-0332","false","edit distance","hVSMC-0117 to hVSMC-0332","30"
"8","edit distance","hVSMC-0117 to hVSMC-0328","false","edit distance","hVSMC-0117 to hVSMC-0328","20"
"8","edit distance","hVSMC-0117 to hVSMC-0327","false","edit distance","hVSMC-0117 to hVSMC-0327","16"
"8","edit distance","hVSMC-0117 to hVSMC-0317","false","edit distance","hVSMC-0117 to hVSMC-0317","18"
"8","edit distance","hVSMC-0117 to hVSMC-0312","false","edit distance","hVSMC-0117 to hVSMC-0312","16"
"8","edit distance","hVSMC-0117 to hVSMC-0296","false","edit distance","hVSMC-0117 to hVSMC-0296","30"
"8","edit distance","hVSMC-0117 to hVSMC-0295","false","edit distance","hVSMC-0117 to hVSMC-0295","12"
"7","edit distance","hVSMC-0117 to hVSMC-0294","false","edit distance","hVSMC-0117 to hVSMC-0294","16"
"8","edit distance","hVSMC-0117 to hVSMC-0292","false","edit distance","hVSMC-0117 to hVSMC-0292","20"
"8","edit distance","hVSMC-0117 to hVSMC-0282","false","edit distance","hVSMC-0117 to hVSMC-0282","18"
"10","edit distance","hVSMC-0117 to hVSMC-0275","false","edit distance","hVSMC-0117 to hVSMC-0275","16"
"8","edit distance","hVSMC-0117 to hVSMC-0272","false","edit distance","hVSMC-0117 to hVSMC-0272","40"
"8","edit distance","hVSMC-0117 to hVSMC-0270","false","edit distance","hVSMC-0117 to hVSMC-0270","16"
"8","edit distance","hVSMC-0117 to hVSMC-0264","false","edit distance","hVSMC-0117 to hVSMC-0264","19"
"9","edit distance","hVSMC-0117 to hVSMC-0260","false","edit distance","hVSMC-0117 to hVSMC-0260","16"
"8","edit distance","hVSMC-0117 to hVSMC-0252","false","edit distance","hVSMC-0117 to hVSMC-0252","26"
"8","edit distance","hVSMC-0117 to hVSMC-0251","false","edit distance","hVSMC-0117 to hVSMC-0251","34"
"8","edit distance","hVSMC-0117 to hVSMC-0250","false","edit distance","hVSMC-0117 to hVSMC-0250","20"
"6","edit distance","hVSMC-0117 to hVSMC-0249","false","edit distance","hVSMC-0117 to hVSMC-0249","12"
"8","edit distance","hVSMC-0117 to hVSMC-0242","false","edit distance","hVSMC-0117 to hVSMC-0242","16"
"8","edit distance","hVSMC-0117 to hVSMC-0236","false","edit distance","hVSMC-0117 to hVSMC-0236","16"
"9","edit distance","hVSMC-0117 to hVSMC-0228","false","edit distance","hVSMC-0117 to hVSMC-0228","16"
"7","edit distance","hVSMC-0117 to hVSMC-0215","false","edit distance","hVSMC-0117 to hVSMC-0215","14"
"9","edit distance","hVSMC-0117 to hVSMC-0213","false","edit distance","hVSMC-0117 to hVSMC-0213","13"
"8","edit distance","hVSMC-0117 to hVSMC-0209","false","edit distance","hVSMC-0117 to hVSMC-0209","14"
"8","edit distance","hVSMC-0117 to hVSMC-0207","false","edit distance","hVSMC-0117 to hVSMC-0207","37"
"7","edit distance","hVSMC-0117 to hVSMC-0204","false","edit distance","hVSMC-0117 to hVSMC-0204","18"
"8","edit distance","hVSMC-0117 to hVSMC-0203","false","edit distance","hVSMC-0117 to hVSMC-0203","28"
"8","edit distance","hVSMC-0117 to hVSMC-0202","false","edit distance","hVSMC-0117 to hVSMC-0202","24"
"8","edit distance","hVSMC-0117 to hVSMC-0201","false","edit distance","hVSMC-0117 to hVSMC-0201","36"
"9","edit distance","hVSMC-0117 to hVSMC-0196","false","edit distance","hVSMC-0117 to hVSMC-0196","14"
"5","edit distance","hVSMC-0117 to hVSMC-0191","false","edit distance","hVSMC-0117 to hVSMC-0191","26"
"8","edit distance","hVSMC-0117 to hVSMC-0182","false","edit distance","hVSMC-0117 to hVSMC-0182","18"
"8","edit distance","hVSMC-0117 to hVSMC-0178","false","edit distance","hVSMC-0117 to hVSMC-0178","20"
"9","edit distance","hVSMC-0117 to hVSMC-0176","false","edit distance","hVSMC-0117 to hVSMC-0176","14"
"7","edit distance","hVSMC-0117 to hVSMC-0172","false","edit distance","hVSMC-0117 to hVSMC-0172","14"
"9","edit distance","hVSMC-0117 to hVSMC-0163","false","edit distance","hVSMC-0117 to hVSMC-0163","20"
"8","edit distance","hVSMC-0117 to hVSMC-0156","false","edit distance","hVSMC-0117 to hVSMC-0156","18"
"3","edit distance","hVSMC-0117 to hVSMC-0153","false","edit distance","hVSMC-0117 to hVSMC-0153","8"
"7","edit distance","hVSMC-0117 to hVSMC-0149","false","edit distance","hVSMC-0117 to hVSMC-0149","32"
"7","edit distance","hVSMC-0117 to hVSMC-0148","false","edit distance","hVSMC-0117 to hVSMC-0148","38"
"3","edit distance","hVSMC-0117 to hVSMC-0142","false","edit distance","hVSMC-0117 to hVSMC-0142","12"
"9","edit distance","hVSMC-0117 to hVSMC-0141","false","edit distance","hVSMC-0117 to hVSMC-0141","14"
"9","edit distance","hVSMC-0117 to hVSMC-0139","false","edit distance","hVSMC-0117 to hVSMC-0139","14"
"8","edit distance","hVSMC-0117 to hVSMC-0137","false","edit distance","hVSMC-0117 to hVSMC-0137","38"
"8","edit distance","hVSMC-0117 to hVSMC-0130","false","edit distance","hVSMC-0117 to hVSMC-0130","43"
"3","edit distance","hVSMC-0117 to hVSMC-0120","false","edit distance","hVSMC-0117 to hVSMC-0120","8"
"9","edit distance","hVSMC-0116 to hVSMC-0400","false","edit distance","hVSMC-0116 to hVSMC-0400","37"
"7","edit distance","hVSMC-0116 to hVSMC-0372","false","edit distance","hVSMC-0116 to hVSMC-0372","11"
"2","edit distance","hVSMC-0116 to hVSMC-0340","false","edit distance","hVSMC-0116 to hVSMC-0340","13"
"7","edit distance","hVSMC-0116 to hVSMC-0332","false","edit distance","hVSMC-0116 to hVSMC-0332","31"
"3","edit distance","hVSMC-0116 to hVSMC-0328","false","edit distance","hVSMC-0116 to hVSMC-0328","11"
"3","edit distance","hVSMC-0116 to hVSMC-0327","false","edit distance","hVSMC-0116 to hVSMC-0327","11"
"3","edit distance","hVSMC-0116 to hVSMC-0317","false","edit distance","hVSMC-0116 to hVSMC-0317","9"
"3","edit distance","hVSMC-0116 to hVSMC-0312","false","edit distance","hVSMC-0116 to hVSMC-0312","7"
"8","edit distance","hVSMC-0116 to hVSMC-0296","false","edit distance","hVSMC-0116 to hVSMC-0296","27"
"2","edit distance","hVSMC-0116 to hVSMC-0295","false","edit distance","hVSMC-0116 to hVSMC-0295","13"
"8","edit distance","hVSMC-0116 to hVSMC-0294","false","edit distance","hVSMC-0116 to hVSMC-0294","9"
"3","edit distance","hVSMC-0116 to hVSMC-0292","false","edit distance","hVSMC-0116 to hVSMC-0292","7"
