"editDistance","interaction","name","selected","shared interaction","shared name","treeDistance"
"2","edit distance","hVSMC-0016 to hVSMC-0317","false","edit distance","hVSMC-0016 to hVSMC-0317","41"
"3","edit distance","hVSMC-0016 to hVSMC-0312","false","edit distance","hVSMC-0016 to hVSMC-0312","39"
"4","edit distance","hVSMC-0016 to hVSMC-0296","false","edit distance","hVSMC-0016 to hVSMC-0296","21"
"4","edit distance","hVSMC-0016 to hVSMC-0295","false","edit distance","hVSMC-0016 to hVSMC-0295","37"
"4","edit distance","hVSMC-0016 to hVSMC-0294","false","edit distance","hVSMC-0016 to hVSMC-0294","39"
"3","edit distance","hVSMC-0016 to hVSMC-0292","false","edit distance","hVSMC-0016 to hVSMC-0292","41"
"4","edit distance","hVSMC-0016 to hVSMC-0282","false","edit distance","hVSMC-0016 to hVSMC-0282","39"
"5","edit distance","hVSMC-0016 to hVSMC-0275","false","edit distance","hVSMC-0016 to hVSMC-0275","37"
"3","edit distance","hVSMC-0016 to hVSMC-0272","false","edit distance","hVSMC-0016 to hVSMC-0272","11"
"3","edit distance","hVSMC-0016 to hVSMC-0270","false","edit distance","hVSMC-0016 to hVSMC-0270","39"
"3","edit distance","hVSMC-0016 to hVSMC-0264","false","edit distance","hVSMC-0016 to hVSMC-0264","40"
"4","edit distance","hVSMC-0016 to hVSMC-0260","false","edit distance","hVSMC-0016 to hVSMC-0260","37"
"2","edit distance","hVSMC-0016 to hVSMC-0252","false","edit distance","hVSMC-0016 to hVSMC-0252","35"
"4","edit distance","hVSMC-0016 to hVSMC-0251","false","edit distance","hVSMC-0016 to hVSMC-0251","13"
"5","edit distance","hVSMC-0016 to hVSMC-0250","false","edit distance","hVSMC-0016 to hVSMC-0250","39"
"4","edit distance","hVSMC-0016 to hVSMC-0249","false","edit distance","hVSMC-0016 to hVSMC-0249","41"
"3","edit distance","hVSMC-0016 to hVSMC-0242","false","edit distance","hVSMC-0016 to hVSMC-0242","41"
"4","edit distance","hVSMC-0016 to hVSMC-0236","false","edit distance","hVSMC-0016 to hVSMC-0236","39"
"4","edit distance","hVSMC-0016 to hVSMC-0228","false","edit distance","hVSMC-0016 to hVSMC-0228","37"
"4","edit distance","hVSMC-0016 to hVSMC-0215","false","edit distance","hVSMC-0016 to hVSMC-0215","39"
"4","edit distance","hVSMC-0016 to hVSMC-0213","false","edit distance","hVSMC-0016 to hVSMC-0213","36"
"4","edit distance","hVSMC-0016 to hVSMC-0209","false","edit distance","hVSMC-0016 to hVSMC-0209","37"
"3","edit distance","hVSMC-0016 to hVSMC-0207","false","edit distance","hVSMC-0016 to hVSMC-0207","10"
"4","edit distance","hVSMC-0016 to hVSMC-0204","false","edit distance","hVSMC-0016 to hVSMC-0204","39"
"3","edit distance","hVSMC-0016 to hVSMC-0203","false","edit distance","hVSMC-0016 to hVSMC-0203","21"
"3","edit distance","hVSMC-0016 to hVSMC-0202","false","edit distance","hVSMC-0016 to hVSMC-0202","35"
"4","edit distance","hVSMC-0016 to hVSMC-0201","false","edit distance","hVSMC-0016 to hVSMC-0201","9"
"4","edit distance","hVSMC-0016 to hVSMC-0196","false","edit distance","hVSMC-0016 to hVSMC-0196","37"
"4","edit distance","hVSMC-0016 to hVSMC-0191","false","edit distance","hVSMC-0016 to hVSMC-0191","33"
"4","edit distance","hVSMC-0016 to hVSMC-0182","false","edit distance","hVSMC-0016 to hVSMC-0182","39"
"4","edit distance","hVSMC-0016 to hVSMC-0178","false","edit distance","hVSMC-0016 to hVSMC-0178","41"
"4","edit distance","hVSMC-0016 to hVSMC-0176","false","edit distance","hVSMC-0016 to hVSMC-0176","37"
"4","edit distance","hVSMC-0016 to hVSMC-0172","false","edit distance","hVSMC-0016 to hVSMC-0172","37"
"4","edit distance","hVSMC-0016 to hVSMC-0163","false","edit distance","hVSMC-0016 to hVSMC-0163","39"
"4","edit distance","hVSMC-0016 to hVSMC-0156","false","edit distance","hVSMC-0016 to hVSMC-0156","39"
"7","edit distance","hVSMC-0016 to hVSMC-0153","false","edit distance","hVSMC-0016 to hVSMC-0153","39"
"4","edit distance","hVSMC-0016 to hVSMC-0149","false","edit distance","hVSMC-0016 to hVSMC-0149","31"
"2","edit distance","hVSMC-0016 to hVSMC-0148","false","edit distance","hVSMC-0016 to hVSMC-0148","11"
"8","edit distance","hVSMC-0016 to hVSMC-0142","false","edit distance","hVSMC-0016 to hVSMC-0142","41"
"4","edit distance","hVSMC-0016 to hVSMC-0141","false","edit distance","hVSMC-0016 to hVSMC-0141","37"
"4","edit distance","hVSMC-0016 to hVSMC-0139","false","edit distance","hVSMC-0016 to hVSMC-0139","37"
"4","edit distance","hVSMC-0016 to hVSMC-0137","false","edit distance","hVSMC-0016 to hVSMC-0137","9"
"2","edit distance","hVSMC-0016 to hVSMC-0130","false","edit distance","hVSMC-0016 to hVSMC-0130","2"
"8","edit distance","hVSMC-0016 to hVSMC-0120","false","edit distance","hVSMC-0016 to hVSMC-0120","39"
"8","edit distance","hVSMC-0016 to hVSMC-0117","false","edit distance","hVSMC-0016 to hVSMC-0117","41"
"4","edit distance","hVSMC-0016 to hVSMC-0116","false","edit distance","hVSMC-0016 to hVSMC-0116","40"
"4","edit distance","hVSMC-0016 to hVSMC-0108","false","edit distance","hVSMC-0016 to hVSMC-0108","33"
"4","edit distance","hVSMC-0016 to hVSMC-0103","false","edit distance","hVSMC-0016 to hVSMC-0103","37"
"4","edit distance","hVSMC-0016 to hVSMC-0102","false","edit distance","hVSMC-0016 to hVSMC-0102","37"
"3","edit distance","hVSMC-0016 to hVSMC-0101","false","edit distance","hVSMC-0016 to hVSMC-0101","35"
"4","edit distance","hVSMC-0016 to hVSMC-0099","false","edit distance","hVSMC-0016 to hVSMC-0099","9"
"4","edit distance","hVSMC-0016 to hVSMC-0097","false","edit distance","hVSMC-0016 to hVSMC-0097","39"
"4","edit distance","hVSMC-0016 to hVSMC-0090","false","edit distance","hVSMC-0016 to hVSMC-0090","39"
"4","edit distance","hVSMC-0016 to hVSMC-0089","false","edit distance","hVSMC-0016 to hVSMC-0089","39"
"4","edit distance","hVSMC-0016 to hVSMC-0088","false","edit distance","hVSMC-0016 to hVSMC-0088","10"
"4","edit distance","hVSMC-0016 to hVSMC-0086","false","edit distance","hVSMC-0016 to hVSMC-0086","19"
"4","edit distance","hVSMC-0016 to hVSMC-0085","false","edit distance","hVSMC-0016 to hVSMC-0085","37"
"4","edit distance","hVSMC-0016 to hVSMC-0083","false","edit distance","hVSMC-0016 to hVSMC-0083","15"
"4","edit distance","hVSMC-0016 to hVSMC-0076","false","edit distance","hVSMC-0016 to hVSMC-0076","13"
"4","edit distance","hVSMC-0016 to hVSMC-0073","false","edit distance","hVSMC-0016 to hVSMC-0073","35"
"4","edit distance","hVSMC-0016 to hVSMC-0070","false","edit distance","hVSMC-0016 to hVSMC-0070","39"
"3","edit distance","hVSMC-0016 to hVSMC-0067","false","edit distance","hVSMC-0016 to hVSMC-0067","21"
"4","edit distance","hVSMC-0016 to hVSMC-0065","false","edit distance","hVSMC-0016 to hVSMC-0065","35"
"4","edit distance","hVSMC-0016 to hVSMC-0064","false","edit distance","hVSMC-0016 to hVSMC-0064","39"
"3","edit distance","hVSMC-0016 to hVSMC-0061","false","edit distance","hVSMC-0016 to hVSMC-0061","38"
"4","edit distance","hVSMC-0016 to hVSMC-0060","false","edit distance","hVSMC-0016 to hVSMC-0060","37"
"4","edit distance","hVSMC-0016 to hVSMC-0058","false","edit distance","hVSMC-0016 to hVSMC-0058","37"
"6","edit distance","hVSMC-0016 to hVSMC-0057","false","edit distance","hVSMC-0016 to hVSMC-0057","23"
"4","edit distance","hVSMC-0016 to hVSMC-0055","false","edit distance","hVSMC-0016 to hVSMC-0055","43"
"4","edit distance","hVSMC-0016 to hVSMC-0053","false","edit distance","hVSMC-0016 to hVSMC-0053","9"
"3","edit distance","hVSMC-0016 to hVSMC-0052","false","edit distance","hVSMC-0016 to hVSMC-0052","39"
"4","edit distance","hVSMC-0016 to hVSMC-0051","false","edit distance","hVSMC-0016 to hVSMC-0051","12"
"4","edit distance","hVSMC-0016 to hVSMC-0050","false","edit distance","hVSMC-0016 to hVSMC-0050","15"
"8","edit distance","hVSMC-0016 to hVSMC-0047","false","edit distance","hVSMC-0016 to hVSMC-0047","41"
"4","edit distance","hVSMC-0016 to hVSMC-0046","false","edit distance","hVSMC-0016 to hVSMC-0046","11"
"5","edit distance","hVSMC-0016 to hVSMC-0042","false","edit distance","hVSMC-0016 to hVSMC-0042","40"
"3","edit distance","hVSMC-0016 to hVSMC-0031","false","edit distance","hVSMC-0016 to hVSMC-0031","39"
"3","edit distance","hVSMC-0016 to hVSMC-0030","false","edit distance","hVSMC-0016 to hVSMC-0030","39"
"7","edit distance","hVSMC-0016 to hVSMC-0029","false","edit distance","hVSMC-0016 to hVSMC-0029","38"
"3","edit distance","hVSMC-0016 to hVSMC-0028","false","edit distance","hVSMC-0016 to hVSMC-0028","41"
"7","edit distance","hVSMC-0016 to hVSMC-0027","false","edit distance","hVSMC-0016 to hVSMC-0027","39"
"4","edit distance","hVSMC-0016 to hVSMC-0025","false","edit distance","hVSMC-0016 to hVSMC-0025","11"
"3","edit distance","hVSMC-0016 to hVSMC-0022","false","edit distance","hVSMC-0016 to hVSMC-0022","10"
"6","edit distance","hVSMC-0016 to hVSMC-0020","false","edit distance","hVSMC-0016 to hVSMC-0020","38"
"4","edit distance","hVSMC-0016 to hVSMC-0019","false","edit distance","hVSMC-0016 to hVSMC-0019","35"
"6","edit distance","hVSMC-0016 to hVSMC-0017","false","edit distance","hVSMC-0016 to hVSMC-0017","40"
"7","edit distance","hVSMC-0015 to hVSMC-0400","false","edit distance","hVSMC-0015 to hVSMC-0400","32"
"6","edit distance","hVSMC-0015 to hVSMC-0372","false","edit distance","hVSMC-0015 to hVSMC-0372","4"
"2","edit distance","hVSMC-0015 to hVSMC-0340","false","edit distance","hVSMC-0015 to hVSMC-0340","16"
"6","edit distance","hVSMC-0015 to hVSMC-0332","false","edit distance","hVSMC-0015 to hVSMC-0332","24"
"3","edit distance","hVSMC-0015 to hVSMC-0328","false","edit distance","hVSMC-0015 to hVSMC-0328","4"
"3","edit distance","hVSMC-0015 to hVSMC-0327","false","edit distance","hVSMC-0015 to hVSMC-0327","14"
"3","edit distance","hVSMC-0015 to hVSMC-0317","false","edit distance","hVSMC-0015 to hVSMC-0317","12"
"3","edit distance","hVSMC-0015 to hVSMC-0312","false","edit distance","hVSMC-0015 to hVSMC-0312","14"
"6","edit distance","hVSMC-0015 to hVSMC-0296","false","edit distance","hVSMC-0015 to hVSMC-0296","28"
"2","edit distance","hVSMC-0015 to hVSMC-0295","false","edit distance","hVSMC-0015 to hVSMC-0295","16"
"7","edit distance","hVSMC-0015 to hVSMC-0294","false","edit distance","hVSMC-0015 to hVSMC-0294","14"
"3","edit distance","hVSMC-0015 to hVSMC-0292","false","edit distance","hVSMC-0015 to hVSMC-0292","14"
"6","edit distance","hVSMC-0015 to hVSMC-0282","false","edit distance","hVSMC-0015 to hVSMC-0282","10"
"8","edit distance","hVSMC-0015 to hVSMC-0275","false","edit distance","hVSMC-0015 to hVSMC-0275","16"
"3","edit distance","hVSMC-0015 to hVSMC-0272","false","edit distance","hVSMC-0015 to hVSMC-0272","38"
"3","edit distance","hVSMC-0015 to hVSMC-0270","false","edit distance","hVSMC-0015 to hVSMC-0270","14"
"3","edit distance","hVSMC-0015 to hVSMC-0264","false","edit distance","hVSMC-0015 to hVSMC-0264","11"
"7","edit distance","hVSMC-0015 to hVSMC-0260","false","edit distance","hVSMC-0015 to hVSMC-0260","16"
"2","edit distance","hVSMC-0015 to hVSMC-0252","false","edit distance","hVSMC-0015 to hVSMC-0252","20"
"2","edit distance","hVSMC-0015 to hVSMC-0251","false","edit distance","hVSMC-0015 to hVSMC-0251","36"
"8","edit distance","hVSMC-0015 to hVSMC-0250","false","edit distance","hVSMC-0015 to hVSMC-0250","18"
"3","edit distance","hVSMC-0015 to hVSMC-0249","false","edit distance","hVSMC-0015 to hVSMC-0249","14"
"3","edit distance","hVSMC-0015 to hVSMC-0242","false","edit distance","hVSMC-0015 to hVSMC-0242","14"
"2","edit distance","hVSMC-0015 to hVSMC-0236","false","edit distance","hVSMC-0015 to hVSMC-0236","14"
"7","edit distance","hVSMC-0015 to hVSMC-0228","false","edit distance","hVSMC-0015 to hVSMC-0228","16"
"2","edit distance","hVSMC-0015 to hVSMC-0215","false","edit distance","hVSMC-0015 to hVSMC-0215","12"
"7","edit distance","hVSMC-0015 to hVSMC-0213","false","edit distance","hVSMC-0015 to hVSMC-0213","15"
"7","edit distance","hVSMC-0015 to hVSMC-0209","false","edit distance","hVSMC-0015 to hVSMC-0209","14"
"3","edit distance","hVSMC-0015 to hVSMC-0207","false","edit distance","hVSMC-0015 to hVSMC-0207","35"
"7","edit distance","hVSMC-0015 to hVSMC-0204","false","edit distance","hVSMC-0015 to hVSMC-0204","10"
"4","edit distance","hVSMC-0015 to hVSMC-0203","false","edit distance","hVSMC-0015 to hVSMC-0203","26"
"3","edit distance","hVSMC-0015 to hVSMC-0202","false","edit distance","hVSMC-0015 to hVSMC-0202","0"
"2","edit distance","hVSMC-0015 to hVSMC-0201","false","edit distance","hVSMC-0015 to hVSMC-0201","36"
"7","edit distance","hVSMC-0015 to hVSMC-0196","false","edit distance","hVSMC-0015 to hVSMC-0196","14"
"3","edit distance","hVSMC-0015 to hVSMC-0191","false","edit distance","hVSMC-0015 to hVSMC-0191","22"
"6","edit distance","hVSMC-0015 to hVSMC-0182","false","edit distance","hVSMC-0015 to hVSMC-0182","10"
"2","edit distance","hVSMC-0015 to hVSMC-0178","false","edit distance","hVSMC-0015 to hVSMC-0178","14"
"7","edit distance","hVSMC-0015 to hVSMC-0176","false","edit distance","hVSMC-0015 to hVSMC-0176","14"
"7","edit distance","hVSMC-0015 to hVSMC-0172","false","edit distance","hVSMC-0015 to hVSMC-0172","14"
"6","edit distance","hVSMC-0015 to hVSMC-0163","false","edit distance","hVSMC-0015 to hVSMC-0163","10"
"7","edit distance","hVSMC-0015 to hVSMC-0156","false","edit distance","hVSMC-0015 to hVSMC-0156","10"
"5","edit distance","hVSMC-0015 to hVSMC-0153","false","edit distance","hVSMC-0015 to hVSMC-0153","16"
"7","edit distance","hVSMC-0015 to hVSMC-0149","false","edit distance","hVSMC-0015 to hVSMC-0149","30"
"5","edit distance","hVSMC-0015 to hVSMC-0148","false","edit distance","hVSMC-0015 to hVSMC-0148","32"
"5","edit distance","hVSMC-0015 to hVSMC-0142","false","edit distance","hVSMC-0015 to hVSMC-0142","18"
"7","edit distance","hVSMC-0015 to hVSMC-0141","false","edit distance","hVSMC-0015 to hVSMC-0141","14"
"7","edit distance","hVSMC-0015 to hVSMC-0139","false","edit distance","hVSMC-0015 to hVSMC-0139","14"
"2","edit distance","hVSMC-0015 to hVSMC-0137","false","edit distance","hVSMC-0015 to hVSMC-0137","36"
"2","edit distance","hVSMC-0015 to hVSMC-0130","false","edit distance","hVSMC-0015 to hVSMC-0130","33"
"5","edit distance","hVSMC-0015 to hVSMC-0120","false","edit distance","hVSMC-0015 to hVSMC-0120","16"
"6","edit distance","hVSMC-0015 to hVSMC-0117","false","edit distance","hVSMC-0015 to hVSMC-0117","24"
"2","edit distance","hVSMC-0015 to hVSMC-0116","false","edit distance","hVSMC-0015 to hVSMC-0116","11"
"2","edit distance","hVSMC-0015 to hVSMC-0108","false","edit distance","hVSMC-0015 to hVSMC-0108","24"
"7","edit distance","hVSMC-0015 to hVSMC-0103","false","edit distance","hVSMC-0015 to hVSMC-0103","16"
"7","edit distance","hVSMC-0015 to hVSMC-0102","false","edit distance","hVSMC-0015 to hVSMC-0102","14"
"1","edit distance","hVSMC-0015 to hVSMC-0101","false","edit distance","hVSMC-0015 to hVSMC-0101","24"
"2","edit distance","hVSMC-0015 to hVSMC-0099","false","edit distance","hVSMC-0015 to hVSMC-0099","36"
"6","edit distance","hVSMC-0015 to hVSMC-0097","false","edit distance","hVSMC-0015 to hVSMC-0097","10"
"2","edit distance","hVSMC-0015 to hVSMC-0090","false","edit distance","hVSMC-0015 to hVSMC-0090","12"
"2","edit distance","hVSMC-0015 to hVSMC-0089","false","edit distance","hVSMC-0015 to hVSMC-0089","14"
"2","edit distance","hVSMC-0015 to hVSMC-0088","false","edit distance","hVSMC-0015 to hVSMC-0088","35"
"7","edit distance","hVSMC-0015 to hVSMC-0086","false","edit distance","hVSMC-0015 to hVSMC-0086","38"
"7","edit distance","hVSMC-0015 to hVSMC-0085","false","edit distance","hVSMC-0015 to hVSMC-0085","14"
"6","edit distance","hVSMC-0015 to hVSMC-0083","false","edit distance","hVSMC-0015 to hVSMC-0083","28"
"7","edit distance","hVSMC-0015 to hVSMC-0076","false","edit distance","hVSMC-0015 to hVSMC-0076","30"
"2","edit distance","hVSMC-0015 to hVSMC-0073","false","edit distance","hVSMC-0015 to hVSMC-0073","0"
"6","edit distance","hVSMC-0015 to hVSMC-0070","false","edit distance","hVSMC-0015 to hVSMC-0070","10"
"6","edit distance","hVSMC-0015 to hVSMC-0067","false","edit distance","hVSMC-0015 to hVSMC-0067","28"
"2","edit distance","hVSMC-0015 to hVSMC-0065","false","edit distance","hVSMC-0015 to hVSMC-0065","22"
"7","edit distance","hVSMC-0015 to hVSMC-0064","false","edit distance","hVSMC-0015 to hVSMC-0064","18"
"6","edit distance","hVSMC-0015 to hVSMC-0061","false","edit distance","hVSMC-0015 to hVSMC-0061","13"
"6","edit distance","hVSMC-0015 to hVSMC-0060","false","edit distance","hVSMC-0015 to hVSMC-0060","14"
"7","edit distance","hVSMC-0015 to hVSMC-0058","false","edit distance","hVSMC-0015 to hVSMC-0058","14"
"6","edit distance","hVSMC-0015 to hVSMC-0057","false","edit distance","hVSMC-0015 to hVSMC-0057","34"
"7","edit distance","hVSMC-0015 to hVSMC-0055","false","edit distance","hVSMC-0015 to hVSMC-0055","30"
"2","edit distance","hVSMC-0015 to hVSMC-0053","false","edit distance","hVSMC-0015 to hVSMC-0053","36"
"6","edit distance","hVSMC-0015 to hVSMC-0052","false","edit distance","hVSMC-0015 to hVSMC-0052","10"
"6","edit distance","hVSMC-0015 to hVSMC-0051","false","edit distance","hVSMC-0015 to hVSMC-0051","29"
"7","edit distance","hVSMC-0015 to hVSMC-0050","false","edit distance","hVSMC-0015 to hVSMC-0050","28"
"5","edit distance","hVSMC-0015 to hVSMC-0047","false","edit distance","hVSMC-0015 to hVSMC-0047","20"
"6","edit distance","hVSMC-0015 to hVSMC-0046","false","edit distance","hVSMC-0015 to hVSMC-0046","32"
"5","edit distance","hVSMC-0015 to hVSMC-0042","false","edit distance","hVSMC-0015 to hVSMC-0042","11"
"6","edit distance","hVSMC-0015 to hVSMC-0031","false","edit distance","hVSMC-0015 to hVSMC-0031","10"
"3","edit distance","hVSMC-0015 to hVSMC-0030","false","edit distance","hVSMC-0015 to hVSMC-0030","14"
"5","edit distance","hVSMC-0015 to hVSMC-0029","false","edit distance","hVSMC-0015 to hVSMC-0029","15"
"3","edit distance","hVSMC-0015 to hVSMC-0028","false","edit distance","hVSMC-0015 to hVSMC-0028","12"
"5","edit distance","hVSMC-0015 to hVSMC-0027","false","edit distance","hVSMC-0015 to hVSMC-0027","20"
"6","edit distance","hVSMC-0015 to hVSMC-0025","false","edit distance","hVSMC-0015 to hVSMC-0025","32"
"2","edit distance","hVSMC-0015 to hVSMC-0022","false","edit distance","hVSMC-0015 to hVSMC-0022","33"
"3","edit distance","hVSMC-0015 to hVSMC-0020","false","edit distance","hVSMC-0015 to hVSMC-0020","13"
"2","edit distance","hVSMC-0015 to hVSMC-0019","false","edit distance","hVSMC-0015 to hVSMC-0019","24"
"4","edit distance","hVSMC-0015 to hVSMC-0017","false","edit distance","hVSMC-0015 to hVSMC-0017","11"
"3","edit distance","hVSMC-0015 to hVSMC-0016","false","edit distance","hVSMC-0015 to hVSMC-0016","35"
"3","edit distance","hVSMC-0013 to hVSMC-0400","false","edit distance","hVSMC-0013 to hVSMC-0400","8"
"2","edit distance","hVSMC-0013 to hVSMC-0372","false","edit distance","hVSMC-0013 to hVSMC-0372","36"
"8","edit distance","hVSMC-0013 to hVSMC-0340","false","edit distance","hVSMC-0013 to hVSMC-0340","36"
"3","edit distance","hVSMC-0013 to hVSMC-0332","false","edit distance","hVSMC-0013 to hVSMC-0332","28"
"7","edit distance","hVSMC-0013 to hVSMC-0328","false","edit distance","hVSMC-0013 to hVSMC-0328","34"
"7","edit distance","hVSMC-0013 to hVSMC-0327","false","edit distance","hVSMC-0013 to hVSMC-0327","40"
"6","edit distance","hVSMC-0013 to hVSMC-0317","false","edit distance","hVSMC-0013 to hVSMC-0317","40"
"7","edit distance","hVSMC-0013 to hVSMC-0312","false","edit distance","hVSMC-0013 to hVSMC-0312","38"
"3","edit distance","hVSMC-0013 to hVSMC-0296","false","edit distance","hVSMC-0013 to hVSMC-0296","26"
"8","edit distance","hVSMC-0013 to hVSMC-0295","false","edit distance","hVSMC-0013 to hVSMC-0295","36"
"3","edit distance","hVSMC-0013 to hVSMC-0294","false","edit distance","hVSMC-0013 to hVSMC-0294","36"
"7","edit distance","hVSMC-0013 to hVSMC-0292","false","edit distance","hVSMC-0013 to hVSMC-0292","40"
"2","edit distance","hVSMC-0013 to hVSMC-0282","false","edit distance","hVSMC-0013 to hVSMC-0282","40"
"3","edit distance","hVSMC-0013 to hVSMC-0275","false","edit distance","hVSMC-0013 to hVSMC-0275","34"
"7","edit distance","hVSMC-0013 to hVSMC-0272","false","edit distance","hVSMC-0013 to hVSMC-0272","20"
"7","edit distance","hVSMC-0013 to hVSMC-0270","false","edit distance","hVSMC-0013 to hVSMC-0270","38"
"7","edit distance","hVSMC-0013 to hVSMC-0264","false","edit distance","hVSMC-0013 to hVSMC-0264","41"
"2","edit distance","hVSMC-0013 to hVSMC-0260","false","edit distance","hVSMC-0013 to hVSMC-0260","34"
"6","edit distance","hVSMC-0013 to hVSMC-0252","false","edit distance","hVSMC-0013 to hVSMC-0252","34"
"8","edit distance","hVSMC-0013 to hVSMC-0251","false","edit distance","hVSMC-0013 to hVSMC-0251","20"
"3","edit distance","hVSMC-0013 to hVSMC-0250","false","edit distance","hVSMC-0013 to hVSMC-0250","40"
"8","edit distance","hVSMC-0013 to hVSMC-0249","false","edit distance","hVSMC-0013 to hVSMC-0249","40"
"7","edit distance","hVSMC-0013 to hVSMC-0242","false","edit distance","hVSMC-0013 to hVSMC-0242","40"
"8","edit distance","hVSMC-0013 to hVSMC-0236","false","edit distance","hVSMC-0013 to hVSMC-0236","38"
"2","edit distance","hVSMC-0013 to hVSMC-0228","false","edit distance","hVSMC-0013 to hVSMC-0228","34"
"8","edit distance","hVSMC-0013 to hVSMC-0215","false","edit distance","hVSMC-0013 to hVSMC-0215","36"
"2","edit distance","hVSMC-0013 to hVSMC-0213","false","edit distance","hVSMC-0013 to hVSMC-0213","31"
"2","edit distance","hVSMC-0013 to hVSMC-0209","false","edit distance","hVSMC-0013 to hVSMC-0209","32"
"6","edit distance","hVSMC-0013 to hVSMC-0207","false","edit distance","hVSMC-0013 to hVSMC-0207","13"
"2","edit distance","hVSMC-0013 to hVSMC-0204","false","edit distance","hVSMC-0013 to hVSMC-0204","36"
"4","edit distance","hVSMC-0013 to hVSMC-0203","false","edit distance","hVSMC-0013 to hVSMC-0203","30"
"6","edit distance","hVSMC-0013 to hVSMC-0202","false","edit distance","hVSMC-0013 to hVSMC-0202","34"
"8","edit distance","hVSMC-0013 to hVSMC-0201","false","edit distance","hVSMC-0013 to hVSMC-0201","16"
"2","edit distance","hVSMC-0013 to hVSMC-0196","false","edit distance","hVSMC-0013 to hVSMC-0196","32"
"8","edit distance","hVSMC-0013 to hVSMC-0191","false","edit distance","hVSMC-0013 to hVSMC-0191","36"
"2","edit distance","hVSMC-0013 to hVSMC-0182","false","edit distance","hVSMC-0013 to hVSMC-0182","36"
"8","edit distance","hVSMC-0013 to hVSMC-0178","false","edit distance","hVSMC-0013 to hVSMC-0178","40"
"2","edit distance","hVSMC-0013 to hVSMC-0176","false","edit distance","hVSMC-0013 to hVSMC-0176","32"
"2","edit distance","hVSMC-0013 to hVSMC-0172","false","edit distance","hVSMC-0013 to hVSMC-0172","32"
"2","edit distance","hVSMC-0013 to hVSMC-0163","false","edit distance","hVSMC-0013 to hVSMC-0163","36"
"2","edit distance","hVSMC-0013 to hVSMC-0156","false","edit distance","hVSMC-0013 to hVSMC-0156","36"
"8","edit distance","hVSMC-0013 to hVSMC-0153","false","edit distance","hVSMC-0013 to hVSMC-0153","36"
"2","edit distance","hVSMC-0013 to hVSMC-0149","false","edit distance","hVSMC-0013 to hVSMC-0149","32"
"2","edit distance","hVSMC-0013 to hVSMC-0148","false","edit distance","hVSMC-0013 to hVSMC-0148","8"
"9","edit distance","hVSMC-0013 to hVSMC-0142","false","edit distance","hVSMC-0013 to hVSMC-0142","40"
"2","edit distance","hVSMC-0013 to hVSMC-0141","false","edit distance","hVSMC-0013 to hVSMC-0141","32"
"2","edit distance","hVSMC-0013 to hVSMC-0139","false","edit distance","hVSMC-0013 to hVSMC-0139","32"
"8","edit distance","hVSMC-0013 to hVSMC-0137","false","edit distance","hVSMC-0013 to hVSMC-0137","10"
"6","edit distance","hVSMC-0013 to hVSMC-0130","false","edit distance","hVSMC-0013 to hVSMC-0130","21"
"9","edit distance","hVSMC-0013 to hVSMC-0120","false","edit distance","hVSMC-0013 to hVSMC-0120","36"
"9","edit distance","hVSMC-0013 to hVSMC-0117","false","edit distance","hVSMC-0013 to hVSMC-0117","38"
"8","edit distance","hVSMC-0013 to hVSMC-0116","false","edit distance","hVSMC-0013 to hVSMC-0116","41"
"8","edit distance","hVSMC-0013 to hVSMC-0108","false","edit distance","hVSMC-0013 to hVSMC-0108","34"
"2","edit distance","hVSMC-0013 to hVSMC-0103","false","edit distance","hVSMC-0013 to hVSMC-0103","34"
"1","edit distance","hVSMC-0013 to hVSMC-0102","false","edit distance","hVSMC-0013 to hVSMC-0102","32"
"7","edit distance","hVSMC-0013 to hVSMC-0101","false","edit distance","hVSMC-0013 to hVSMC-0101","36"
"8","edit distance","hVSMC-0013 to hVSMC-0099","false","edit distance","hVSMC-0013 to hVSMC-0099","14"
"2","edit distance","hVSMC-0013 to hVSMC-0097","false","edit distance","hVSMC-0013 to hVSMC-0097","36"
"8","edit distance","hVSMC-0013 to hVSMC-0090","false","edit distance","hVSMC-0013 to hVSMC-0090","38"
"8","edit distance","hVSMC-0013 to hVSMC-0089","false","edit distance","hVSMC-0013 to hVSMC-0089","38"
"7","edit distance","hVSMC-0013 to hVSMC-0088","false","edit distance","hVSMC-0013 to hVSMC-0088","13"
"2","edit distance","hVSMC-0013 to hVSMC-0086","false","edit distance","hVSMC-0013 to hVSMC-0086","4"
"2","edit distance","hVSMC-0013 to hVSMC-0085","false","edit distance","hVSMC-0013 to hVSMC-0085","32"
"2","edit distance","hVSMC-0013 to hVSMC-0083","false","edit distance","hVSMC-0013 to hVSMC-0083","8"
"2","edit distance","hVSMC-0013 to hVSMC-0076","false","edit distance","hVSMC-0013 to hVSMC-0076","12"
"7","edit distance","hVSMC-0013 to hVSMC-0073","false","edit distance","hVSMC-0013 to hVSMC-0073","34"
"2","edit distance","hVSMC-0013 to hVSMC-0070","false","edit distance","hVSMC-0013 to hVSMC-0070","36"
"2","edit distance","hVSMC-0013 to hVSMC-0067","false","edit distance","hVSMC-0013 to hVSMC-0067","26"
"8","edit distance","hVSMC-0013 to hVSMC-0065","false","edit distance","hVSMC-0013 to hVSMC-0065","38"
"2","edit distance","hVSMC-0013 to hVSMC-0064","false","edit distance","hVSMC-0013 to hVSMC-0064","40"
